iyear,country_txt,latitude,longitude,nkill
2005,Turkey,38.324368,26.303357,0
1988,Turkey,38.279676,26.376442,0
1992,Turkey,41.677005,26.555654,0
2012,Turkey,38.670426,26.756945,2
2012,Turkey,38.670426,26.756945,0
1990,Turkey,39.587255,26.92452,3
1992,Turkey,38.63686,27.008823,7
1970,Turkey,38.395649,27.135641,0
1971,Turkey,38.395649,27.135641,0
1971,Turkey,38.395649,27.135641,0
1971,Turkey,38.395649,27.135641,0
1971,Turkey,38.395649,27.135641,0
1976,Turkey,38.395649,27.135641,0
1976,Turkey,38.395649,27.135641,0
1976,Turkey,38.395649,27.135641,0
1976,Turkey,38.395649,27.135641,0
1976,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,1
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1977,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1978,Turkey,38.395649,27.135641,0
1979,Turkey,38.395649,27.135641,0
1979,Turkey,38.395649,27.135641,0
1979,Turkey,38.395649,27.135641,1
1979,Turkey,38.395649,27.135641,4
1980,Turkey,38.395649,27.135641,0
1980,Turkey,38.395649,27.135641,0
1980,Turkey,38.395649,27.135641,0
1980,Turkey,38.395649,27.135641,1
1980,Turkey,38.395649,27.135641,1
1980,Turkey,38.395649,27.135641,1
1980,Turkey,38.395649,27.135641,2
1983,Turkey,38.395649,27.135641,0
1987,Turkey,38.395649,27.135641,0
1988,Turkey,38.395649,27.135641,0
1989,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,1
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,1
1991,Turkey,38.395649,27.135641,1
1991,Turkey,38.395649,27.135641,2
1991,Turkey,38.395649,27.135641,1
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,2
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1991,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,2
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,3
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,0
1992,Turkey,38.395649,27.135641,0
1994,Turkey,38.395649,27.135641,1
1995,Turkey,38.395649,27.135641,5
1995,Turkey,38.395649,27.135641,0
1995,Turkey,38.395649,27.135641,0
1997,Turkey,38.395649,27.135641,0
2001,Turkey,38.395649,27.135641,0
2004,Turkey,38.395649,27.135641,0
2006,Turkey,38.395649,27.135641,0
2006,Turkey,38.395649,27.135641,0
2007,Turkey,38.395649,27.135641,1
2007,Turkey,38.395649,27.135641,0
2015,Turkey,38.395649,27.135641,0
2016,Turkey,38.395649,27.135641,0
2016,Turkey,38.395649,27.135641,0
2017,Turkey,38.395649,27.135641,0
2017,Turkey,38.478577,27.139976,4
1999,Turkey,38.414577,27.143858,0
1989,Turkey,38.382247,27.168848,8
2007,Turkey,38.388477,27.17293,0
1992,Turkey,38.38575,27.174642,0
2017,Turkey,38.385479,27.174709,1
2017,Turkey,38.385479,27.174709,0
1989,Turkey,38.369358,27.192864,0
2013,Turkey,38.471146,27.217818,0
1976,Turkey,41.741971,27.2231,0
2015,Turkey,38.462655,27.244096,0
2015,Turkey,38.461736,27.250953,0
1987,Turkey,38.268671,27.283391,1
2017,Turkey,38.329022,27.288885,0
2005,Turkey,37.745068,27.290749,5
2011,Turkey,38.33424,27.291203,0
1980,Turkey,38.450513,27.315349,0
1980,Turkey,39.325258,27.325677,1
1971,Turkey,37.950322,27.373266,0
2016,Turkey,38.427335,27.420722,0
1979,Turkey,38.620999,27.428638,1
1979,Turkey,38.620999,27.428638,1
1979,Turkey,38.620999,27.428638,1
1979,Turkey,38.620999,27.428638,1
1979,Turkey,38.620999,27.428638,1
1992,Turkey,38.620999,27.428638,0
1977,Turkey,38.620497,27.429076,0
2016,Turkey,39.182783,27.606033,0
2016,Turkey,39.182783,27.606033,0
2016,Turkey,38.220222,27.646235,0
2016,Turkey,38.220222,27.646235,0
2016,Turkey,38.220222,27.646235,0
1979,Turkey,40.103132,27.656268,1
2016,Turkey,37.838244,27.845539,0
2001,Turkey,37.838619,27.845543,0
1977,Turkey,37.850606,27.849923,0
1979,Turkey,39.648877,27.882995,0
1976,Turkey,39.649551,27.884932,0
1987,Turkey,37.853912,27.957117,1
1977,Turkey,37.614174,28.06281,0
1990,Turkey,38.217536,28.06691,5
1977,Turkey,38.485566,28.133956,0
1992,Turkey,39.515925,28.228165,4
2006,Turkey,36.855006,28.270349,0
2016,Turkey,36.855159,28.271048,2
1994,Turkey,36.854646,28.271809,0
1994,Turkey,36.854646,28.271809,0
1994,Turkey,36.854646,28.271809,0
1994,Turkey,36.854646,28.271809,1
2006,Turkey,36.854646,28.271809,0
2017,Turkey,41.22646,28.64864,0
1970,Turkey,41.106178,28.689863,0
1971,Turkey,41.106178,28.689863,0
1971,Turkey,41.106178,28.689863,0
1971,Turkey,41.106178,28.689863,0
1971,Turkey,41.106178,28.689863,0
1971,Turkey,41.106178,28.689863,1
1971,Turkey,41.106178,28.689863,0
1972,Turkey,41.106178,28.689863,0
1972,Turkey,41.106178,28.689863,0
1972,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1975,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,4
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1976,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,3
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,2
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,5
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,1
1977,Turkey,41.106178,28.689863,0
1977,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,6
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,1
1978,Turkey,41.106178,28.689863,1
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,2
1978,Turkey,41.106178,28.689863,1
1978,Turkey,41.106178,28.689863,2
1978,Turkey,41.106178,28.689863,1
1978,Turkey,41.106178,28.689863,0
1978,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,3
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,0
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,6
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,1
1979,Turkey,41.106178,28.689863,4
1979,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,3
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,2
1980,Turkey,41.106178,28.689863,4
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,4
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,2
1980,Turkey,41.106178,28.689863,0
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,3
1980,Turkey,41.106178,28.689863,2
1980,Turkey,41.106178,28.689863,3
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,2
1980,Turkey,41.106178,28.689863,2
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1980,Turkey,41.106178,28.689863,1
1981,Turkey,41.106178,28.689863,2
1981,Turkey,41.106178,28.689863,1
1981,Turkey,41.106178,28.689863,0
1981,Turkey,41.106178,28.689863,0
1981,Turkey,41.106178,28.689863,0
1981,Turkey,41.106178,28.689863,4
1981,Turkey,41.106178,28.689863,2
1981,Turkey,41.106178,28.689863,2
1982,Turkey,41.106178,28.689863,0
1982,Turkey,41.106178,28.689863,0
1982,Turkey,41.106178,28.689863,0
1983,Turkey,41.106178,28.689863,0
1983,Turkey,41.106178,28.689863,2
1983,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,0
1984,Turkey,41.106178,28.689863,2
1985,Turkey,41.106178,28.689863,0
1986,Turkey,41.106178,28.689863,21
1987,Turkey,41.106178,28.689863,1
1987,Turkey,41.106178,28.689863,0
1987,Turkey,41.106178,28.689863,0
1987,Turkey,41.106178,28.689863,1
1987,Turkey,41.106178,28.689863,1
1987,Turkey,41.106178,28.689863,5
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,1
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1988,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,1
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1989,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,2
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,3
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,1
1990,Turkey,41.106178,28.689863,0
1990,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,35
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,3
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,3
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,5
1991,Turkey,41.106178,28.689863,3
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,2
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,1
1991,Turkey,41.106178,28.689863,0
1991,Turkey,41.106178,28.689863,11
1991,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,3
1992,Turkey,41.106178,28.689863,3
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,11
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,5
1992,Turkey,41.106178,28.689863,5
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,2
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,0
1992,Turkey,41.106178,28.689863,1
