"","region_txt","date","sum"
"1058","Eastern Europe",1997-07-01 10:00:00,30
"1059","Eastern Europe",1997-08-01 10:00:00,17
"1060","Eastern Europe",1997-09-01 10:00:00,2
"1061","Eastern Europe",1997-10-01 10:00:00,4
"1062","Eastern Europe",1997-11-01 11:00:00,5
"1063","Eastern Europe",1997-12-01 11:00:00,8
"1064","Eastern Europe",1998-01-01 11:00:00,0
"1065","Eastern Europe",1998-02-01 11:00:00,1
"1066","Eastern Europe",1998-03-01 11:00:00,20
"1067","Eastern Europe",1998-04-01 10:00:00,5
"1068","Eastern Europe",1998-05-01 10:00:00,6
"1069","Eastern Europe",1998-06-01 10:00:00,1
"1070","Eastern Europe",1998-07-01 10:00:00,7
"1071","Eastern Europe",1998-08-01 10:00:00,24
"1072","Eastern Europe",1998-09-01 10:00:00,19
"1073","Eastern Europe",1998-10-01 10:00:00,12
"1074","Eastern Europe",1998-11-01 11:00:00,11
"1075","Eastern Europe",1998-12-01 11:00:00,3
"1076","Eastern Europe",1999-01-01 11:00:00,1
"1077","Eastern Europe",1999-02-01 11:00:00,5
"1078","Eastern Europe",1999-03-01 11:00:00,74
"1079","Eastern Europe",1999-04-01 10:00:00,2
"1080","Eastern Europe",1999-05-01 10:00:00,7
"1081","Eastern Europe",1999-06-01 10:00:00,28
"1082","Eastern Europe",1999-07-01 10:00:00,8
"1083","Eastern Europe",1999-08-01 10:00:00,6
"1084","Eastern Europe",1999-09-01 10:00:00,293
"1085","Eastern Europe",1999-10-01 10:00:00,6
"1086","Eastern Europe",1999-11-01 11:00:00,5
"1087","Eastern Europe",1999-12-01 11:00:00,5
"1088","Eastern Europe",2000-01-01 11:00:00,7
"1089","Eastern Europe",2000-02-01 11:00:00,16
"1090","Eastern Europe",2000-03-01 11:00:00,18
"1091","Eastern Europe",2000-04-01 10:00:00,1
"1092","Eastern Europe",2000-05-01 10:00:00,41
"1093","Eastern Europe",2000-06-01 10:00:00,33
"1094","Eastern Europe",2000-07-01 10:00:00,89
"1095","Eastern Europe",2000-08-01 10:00:00,29
"1096","Eastern Europe",2000-09-01 11:00:00,35
"1097","Eastern Europe",2000-10-01 11:00:00,36
"1098","Eastern Europe",2000-11-01 11:00:00,48
"1099","Eastern Europe",2000-12-01 11:00:00,49
"1100","Eastern Europe",2001-01-01 11:00:00,22
"1101","Eastern Europe",2001-02-01 11:00:00,18
"1102","Eastern Europe",2001-03-01 11:00:00,40
"1103","Eastern Europe",2001-04-01 10:00:00,36
"1104","Eastern Europe",2001-05-01 10:00:00,12
"1105","Eastern Europe",2001-06-01 10:00:00,5
"1106","Eastern Europe",2001-07-01 10:00:00,3
"1107","Eastern Europe",2001-08-01 10:00:00,87
"1108","Eastern Europe",2001-09-01 10:00:00,29
"1109","Eastern Europe",2001-10-01 10:00:00,0
"1110","Eastern Europe",2001-11-01 11:00:00,30
"1111","Eastern Europe",2001-12-01 11:00:00,12
"1112","Eastern Europe",2002-01-01 11:00:00,53
"1113","Eastern Europe",2002-02-01 11:00:00,13
"1114","Eastern Europe",2002-03-01 11:00:00,4
"1115","Eastern Europe",2002-04-01 10:00:00,29
"1116","Eastern Europe",2002-05-01 10:00:00,53
"1117","Eastern Europe",2002-06-01 10:00:00,14
"1118","Eastern Europe",2002-07-01 10:00:00,15
"1119","Eastern Europe",2002-08-01 10:00:00,33
"1120","Eastern Europe",2002-09-01 10:00:00,18
"1121","Eastern Europe",2002-10-01 10:00:00,196
"1122","Eastern Europe",2002-11-01 11:00:00,33
"1123","Eastern Europe",2002-12-01 11:00:00,57
"1124","Eastern Europe",2003-01-01 11:00:00,15
"1125","Eastern Europe",2003-02-01 11:00:00,3
"1126","Eastern Europe",2003-03-01 11:00:00,1
"1127","Eastern Europe",2003-04-01 10:00:00,16
"1128","Eastern Europe",2003-05-01 10:00:00,101
"1129","Eastern Europe",2003-06-01 10:00:00,36
"1130","Eastern Europe",2003-07-01 10:00:00,38
"1131","Eastern Europe",2003-08-01 10:00:00,40
"1132","Eastern Europe",2003-09-01 10:00:00,13
"1133","Eastern Europe",2003-10-01 10:00:00,2
"1134","Eastern Europe",2003-11-01 11:00:00,10
"1135","Eastern Europe",2003-12-01 11:00:00,62
"1136","Eastern Europe",2004-02-01 11:00:00,40
"1137","Eastern Europe",2004-03-01 11:00:00,5
"1138","Eastern Europe",2004-04-01 10:00:00,1
"1139","Eastern Europe",2004-05-01 10:00:00,28
"1140","Eastern Europe",2004-06-01 10:00:00,52
"1141","Eastern Europe",2004-07-01 10:00:00,8
"1142","Eastern Europe",2004-08-01 10:00:00,113
"1143","Eastern Europe",2004-09-01 10:00:00,359
"1144","Eastern Europe",2004-10-01 10:00:00,1
"1145","Eastern Europe",2004-11-01 11:00:00,1
"1146","Eastern Europe",2004-12-01 11:00:00,0
"1147","Eastern Europe",2005-01-01 11:00:00,7
"1148","Eastern Europe",2005-03-01 11:00:00,8
"1149","Eastern Europe",2005-04-01 10:00:00,1
"1150","Eastern Europe",2005-05-01 10:00:00,4
"1151","Eastern Europe",2005-06-01 10:00:00,7
"1152","Eastern Europe",2005-07-01 10:00:00,34
"1153","Eastern Europe",2005-08-01 10:00:00,3
"1154","Eastern Europe",2005-09-01 10:00:00,7
"1155","Eastern Europe",2005-10-01 10:00:00,85
"1156","Eastern Europe",2005-12-01 11:00:00,2
"1157","Eastern Europe",2006-01-01 11:00:00,2
"1158","Eastern Europe",2006-02-01 11:00:00,3
"1159","Eastern Europe",2006-04-01 11:00:00,5
"1160","Eastern Europe",2006-05-01 10:00:00,7
"1161","Eastern Europe",2006-06-01 10:00:00,0
"1162","Eastern Europe",2006-07-01 10:00:00,11
"1163","Eastern Europe",2006-08-01 10:00:00,27
"1164","Eastern Europe",2006-09-01 10:00:00,1
"1165","Eastern Europe",2006-10-01 10:00:00,2
"1166","Eastern Europe",2006-11-01 11:00:00,1
"1167","Eastern Europe",2006-12-01 11:00:00,0
"1168","Eastern Europe",2007-02-01 11:00:00,15
"1169","Eastern Europe",2007-03-01 11:00:00,0
"1170","Eastern Europe",2007-04-01 10:00:00,4
"1171","Eastern Europe",2007-05-01 10:00:00,0
"1172","Eastern Europe",2007-06-01 10:00:00,0
"1173","Eastern Europe",2007-07-01 10:00:00,7
"1174","Eastern Europe",2007-08-01 10:00:00,7
"1175","Eastern Europe",2007-09-01 10:00:00,1
"1176","Eastern Europe",2007-10-01 10:00:00,1
"1177","Eastern Europe",2007-11-01 11:00:00,22
"1178","Eastern Europe",2007-12-01 11:00:00,0
"1179","Eastern Europe",2008-01-01 11:00:00,6
"1180","Eastern Europe",2008-02-01 11:00:00,4
"1181","Eastern Europe",2008-03-01 11:00:00,7
"1182","Eastern Europe",2008-04-01 11:00:00,3
"1183","Eastern Europe",2008-05-01 10:00:00,4
"1184","Eastern Europe",2008-06-01 10:00:00,12
"1185","Eastern Europe",2008-07-01 10:00:00,18
"1186","Eastern Europe",2008-08-01 10:00:00,8
"1187","Eastern Europe",2008-09-01 10:00:00,3
"1188","Eastern Europe",2008-10-01 10:00:00,11
"1189","Eastern Europe",2008-11-01 11:00:00,15
"1190","Eastern Europe",2008-12-01 11:00:00,10
"1191","Eastern Europe",2009-01-01 11:00:00,5
"1192","Eastern Europe",2009-02-01 11:00:00,9
"1193","Eastern Europe",2009-03-01 11:00:00,3
"1194","Eastern Europe",2009-04-01 11:00:00,5
"1195","Eastern Europe",2009-05-01 10:00:00,6
"1196","Eastern Europe",2009-06-01 10:00:00,13
"1197","Eastern Europe",2009-07-01 10:00:00,16
"1198","Eastern Europe",2009-08-01 10:00:00,36
"1199","Eastern Europe",2009-09-01 10:00:00,3
"1200","Eastern Europe",2009-10-01 10:00:00,5
"1201","Eastern Europe",2009-11-01 11:00:00,37
"1202","Eastern Europe",2009-12-01 11:00:00,5
"1203","Eastern Europe",2010-01-01 11:00:00,9
"1204","Eastern Europe",2010-02-01 11:00:00,11
"1205","Eastern Europe",2010-03-01 11:00:00,54
"1206","Eastern Europe",2010-04-01 11:00:00,14
"1207","Eastern Europe",2010-05-01 10:00:00,16
"1208","Eastern Europe",2010-06-01 10:00:00,6
"1209","Eastern Europe",2010-07-01 10:00:00,11
"1210","Eastern Europe",2010-08-01 10:00:00,18
"1211","Eastern Europe",2010-09-01 10:00:00,39
"1212","Eastern Europe",2010-10-01 10:00:00,16
"1213","Eastern Europe",2010-11-01 11:00:00,23
"1214","Eastern Europe",2010-12-01 11:00:00,18
"1215","Eastern Europe",2011-01-01 11:00:00,54
"1216","Eastern Europe",2011-02-01 11:00:00,17
"1217","Eastern Europe",2011-03-01 11:00:00,7
"1218","Eastern Europe",2011-04-01 11:00:00,18
"1219","Eastern Europe",2011-05-01 10:00:00,9
"1220","Eastern Europe",2011-06-01 10:00:00,7
"1221","Eastern Europe",2011-07-01 10:00:00,6
"1222","Eastern Europe",2011-08-01 10:00:00,20
"1223","Eastern Europe",2011-09-01 10:00:00,23
"1224","Eastern Europe",2011-10-01 10:00:00,1
"1225","Eastern Europe",2011-11-01 11:00:00,8
"1226","Eastern Europe",2011-12-01 11:00:00,4
"1227","Eastern Europe",2012-01-01 11:00:00,13
"1228","Eastern Europe",2012-02-01 11:00:00,2
"1229","Eastern Europe",2012-03-01 11:00:00,17
"1230","Eastern Europe",2012-04-01 10:00:00,16
"1231","Eastern Europe",2012-05-01 10:00:00,23
"1232","Eastern Europe",2012-06-01 10:00:00,9
"1233","Eastern Europe",2012-07-01 10:00:00,17
"1234","Eastern Europe",2012-08-01 10:00:00,47
"1235","Eastern Europe",2012-09-01 10:00:00,7
"1236","Eastern Europe",2012-10-01 10:00:00,18
"1237","Eastern Europe",2012-11-01 11:00:00,7
"1238","Eastern Europe",2012-12-01 11:00:00,3
"1239","Eastern Europe",2013-01-01 11:00:00,9
"1240","Eastern Europe",2013-02-01 11:00:00,7
"1241","Eastern Europe",2013-03-01 11:00:00,4
"1242","Eastern Europe",2013-04-01 11:00:00,6
"1243","Eastern Europe",2013-05-01 10:00:00,9
"1244","Eastern Europe",2013-06-01 10:00:00,7
"1245","Eastern Europe",2013-07-01 10:00:00,9
"1246","Eastern Europe",2013-08-01 10:00:00,6
"1247","Eastern Europe",2013-09-01 10:00:00,16
"1248","Eastern Europe",2013-10-01 10:00:00,16
"1249","Eastern Europe",2013-11-01 11:00:00,12
"1250","Eastern Europe",2013-12-01 11:00:00,50
"1251","Eastern Europe",2014-01-01 11:00:00,3
"1252","Eastern Europe",2014-02-01 11:00:00,3
"1253","Eastern Europe",2014-03-01 11:00:00,1
"1254","Eastern Europe",2014-04-01 11:00:00,14
"1255","Eastern Europe",2014-05-01 10:00:00,204
"1256","Eastern Europe",2014-06-01 10:00:00,152
"1257","Eastern Europe",2014-07-01 10:00:00,415
"1258","Eastern Europe",2014-08-01 10:00:00,185
"1259","Eastern Europe",2014-09-01 10:00:00,71
"1260","Eastern Europe",2014-10-01 10:00:00,101
"1261","Eastern Europe",2014-11-01 11:00:00,279
"1262","Eastern Europe",2014-12-01 11:00:00,39
"1263","Eastern Europe",2015-01-01 11:00:00,227
"1264","Eastern Europe",2015-02-01 11:00:00,145
"1265","Eastern Europe",2015-03-01 11:00:00,14
"1266","Eastern Europe",2015-04-01 11:00:00,20
"1267","Eastern Europe",2015-05-01 10:00:00,39
"1268","Eastern Europe",2015-06-01 10:00:00,100
"1269","Eastern Europe",2015-07-01 10:00:00,21
"1270","Eastern Europe",2015-08-01 10:00:00,166
"1271","Eastern Europe",2015-09-01 10:00:00,10
"1272","Eastern Europe",2015-10-01 10:00:00,13
"1273","Eastern Europe",2015-11-01 11:00:00,5
"1274","Eastern Europe",2015-12-01 11:00:00,30
"1275","Eastern Europe",2016-01-01 11:00:00,0
"1276","Eastern Europe",2016-02-01 11:00:00,14
"1277","Eastern Europe",2016-03-01 11:00:00,7
"1278","Eastern Europe",2016-04-01 11:00:00,6
"1279","Eastern Europe",2016-05-01 10:00:00,5
"1280","Eastern Europe",2016-06-01 10:00:00,9
"1281","Eastern Europe",2016-07-01 10:00:00,1
"1282","Eastern Europe",2016-08-01 10:00:00,8
"1283","Eastern Europe",2016-09-01 10:00:00,7
"1284","Eastern Europe",2016-10-01 10:00:00,19
"1285","Eastern Europe",2016-11-01 11:00:00,0
"1286","Eastern Europe",2016-12-01 11:00:00,36
"1287","Eastern Europe",2017-01-01 11:00:00,26
"1288","Eastern Europe",2017-02-01 11:00:00,0
"1289","Eastern Europe",2017-03-01 11:00:00,15
"1290","Eastern Europe",2017-04-01 11:00:00,28
"1291","Eastern Europe",2017-05-01 10:00:00,7
"1292","Eastern Europe",2017-06-01 10:00:00,2
"1293","Eastern Europe",2017-07-01 10:00:00,1
"1294","Eastern Europe",2017-08-01 10:00:00,7
"1295","Eastern Europe",2017-09-01 10:00:00,3
"1296","Eastern Europe",2017-10-01 11:00:00,7
"1297","Eastern Europe",2017-11-01 11:00:00,5
"1298","Eastern Europe",2017-12-01 11:00:00,0
"1299","Middle East & North Africa",1970-02-01 10:00:00,0
"1300","Middle East & North Africa",1970-03-01 10:00:00,0
"1301","Middle East & North Africa",1970-04-01 10:00:00,0
"1302","Middle East & North Africa",1970-06-01 10:00:00,1
"1303","Middle East & North Africa",1970-08-01 10:00:00,0
"1304","Middle East & North Africa",1970-09-01 10:00:00,0
"1305","Middle East & North Africa",1970-10-01 10:00:00,0
"1306","Middle East & North Africa",1970-11-01 10:00:00,0
"1307","Middle East & North Africa",1970-12-01 10:00:00,0
"1308","Middle East & North Africa",1971-01-01 10:00:00,0
"1309","Middle East & North Africa",1971-02-01 10:00:00,0
"1310","Middle East & North Africa",1971-03-01 10:00:00,0
"1311","Middle East & North Africa",1971-04-01 10:00:00,4
"1312","Middle East & North Africa",1971-05-01 10:00:00,1
"1313","Middle East & North Africa",1971-06-01 10:00:00,0
"1314","Middle East & North Africa",1971-07-01 10:00:00,0
"1315","Middle East & North Africa",1971-09-01 10:00:00,1
"1316","Middle East & North Africa",1971-10-01 10:00:00,0
"1317","Middle East & North Africa",1971-11-01 11:00:00,1
"1318","Middle East & North Africa",1971-12-01 11:00:00,0
"1319","Middle East & North Africa",1972-01-01 11:00:00,1
"1320","Middle East & North Africa",1972-02-01 11:00:00,0
"1321","Middle East & North Africa",1972-03-01 10:00:00,3
"1322","Middle East & North Africa",1972-04-01 10:00:00,0
"1323","Middle East & North Africa",1972-05-01 10:00:00,27
"1324","Middle East & North Africa",1972-08-01 10:00:00,0
"1325","Middle East & North Africa",1972-09-01 10:00:00,0
"1326","Middle East & North Africa",1972-10-01 10:00:00,0
"1327","Middle East & North Africa",1972-11-01 11:00:00,2
"1328","Middle East & North Africa",1972-12-01 11:00:00,0
"1329","Middle East & North Africa",1973-01-01 11:00:00,0
"1330","Middle East & North Africa",1973-02-01 11:00:00,0
"1331","Middle East & North Africa",1973-03-01 11:00:00,0
"1332","Middle East & North Africa",1973-04-01 10:00:00,0
"1333","Middle East & North Africa",1973-05-01 10:00:00,0
"1334","Middle East & North Africa",1973-06-01 10:00:00,1
"1335","Middle East & North Africa",1973-09-01 10:00:00,0
"1336","Middle East & North Africa",1973-10-01 10:00:00,4
"1337","Middle East & North Africa",1973-11-01 11:00:00,0
"1338","Middle East & North Africa",1973-12-01 11:00:00,2
"1339","Middle East & North Africa",1974-02-01 11:00:00,0
"1340","Middle East & North Africa",1974-03-01 11:00:00,0
"1341","Middle East & North Africa",1974-04-01 10:00:00,21
"1342","Middle East & North Africa",1974-05-01 10:00:00,25
"1343","Middle East & North Africa",1974-06-01 10:00:00,21
"1344","Middle East & North Africa",1974-07-01 10:00:00,0
"1345","Middle East & North Africa",1974-08-01 10:00:00,1
"1346","Middle East & North Africa",1974-09-01 10:00:00,0
"1347","Middle East & North Africa",1974-10-01 10:00:00,1
"1348","Middle East & North Africa",1974-11-01 11:00:00,9
"1349","Middle East & North Africa",1974-12-01 11:00:00,3
"1350","Middle East & North Africa",1975-01-01 11:00:00,0
"1351","Middle East & North Africa",1975-02-01 11:00:00,0
"1352","Middle East & North Africa",1975-03-01 11:00:00,21
"1353","Middle East & North Africa",1975-04-01 10:00:00,22
"1354","Middle East & North Africa",1975-05-01 10:00:00,3
"1355","Middle East & North Africa",1975-06-01 10:00:00,0
"1356","Middle East & North Africa",1975-07-01 10:00:00,1
"1357","Middle East & North Africa",1975-09-01 10:00:00,0
"1358","Middle East & North Africa",1975-10-01 10:00:00,6
"1359","Middle East & North Africa",1975-11-01 11:00:00,6
"1360","Middle East & North Africa",1975-12-01 11:00:00,1
"1361","Middle East & North Africa",1976-01-01 11:00:00,2
"1362","Middle East & North Africa",1976-02-01 11:00:00,2
"1363","Middle East & North Africa",1976-03-01 11:00:00,0
"1364","Middle East & North Africa",1976-04-01 10:00:00,4
"1365","Middle East & North Africa",1976-05-01 10:00:00,1
"1366","Middle East & North Africa",1976-06-01 10:00:00,3
"1367","Middle East & North Africa",1976-07-01 10:00:00,0
"1368","Middle East & North Africa",1976-08-01 10:00:00,7
"1369","Middle East & North Africa",1976-09-01 10:00:00,5
"1370","Middle East & North Africa",1976-10-01 10:00:00,0
"1371","Middle East & North Africa",1976-11-01 11:00:00,9
"1372","Middle East & North Africa",1976-12-01 11:00:00,12
"1373","Middle East & North Africa",1977-01-01 11:00:00,0
"1374","Middle East & North Africa",1977-02-01 11:00:00,0
"1375","Middle East & North Africa",1977-03-01 11:00:00,9
"1376","Middle East & North Africa",1977-04-01 10:00:00,0
"1377","Middle East & North Africa",1977-05-01 10:00:00,10
"1378","Middle East & North Africa",1977-06-01 10:00:00,3
"1379","Middle East & North Africa",1977-07-01 10:00:00,2
"1380","Middle East & North Africa",1977-08-01 10:00:00,6
"1381","Middle East & North Africa",1977-10-01 10:00:00,1
"1382","Middle East & North Africa",1977-11-01 11:00:00,5
"1383","Middle East & North Africa",1977-12-01 11:00:00,7
"1384","Middle East & North Africa",1978-01-01 11:00:00,0
"1385","Middle East & North Africa",1978-02-01 11:00:00,2
"1386","Middle East & North Africa",1978-03-01 11:00:00,49
"1387","Middle East & North Africa",1978-04-01 10:00:00,6
"1388","Middle East & North Africa",1978-05-01 10:00:00,0
"1389","Middle East & North Africa",1978-06-01 10:00:00,18
"1390","Middle East & North Africa",1978-07-01 10:00:00,3
"1391","Middle East & North Africa",1978-08-01 10:00:00,526
"1392","Middle East & North Africa",1978-09-01 10:00:00,10
"1393","Middle East & North Africa",1978-10-01 10:00:00,28
"1394","Middle East & North Africa",1978-11-01 11:00:00,14
"1395","Middle East & North Africa",1978-12-01 11:00:00,15
"1396","Middle East & North Africa",1979-01-01 11:00:00,16
"1397","Middle East & North Africa",1979-02-01 11:00:00,20
"1398","Middle East & North Africa",1979-03-01 11:00:00,13
"1399","Middle East & North Africa",1979-04-01 10:00:00,27
"1400","Middle East & North Africa",1979-05-01 10:00:00,19
"1401","Middle East & North Africa",1979-06-01 10:00:00,80
"1402","Middle East & North Africa",1979-07-01 10:00:00,46
"1403","Middle East & North Africa",1979-08-01 10:00:00,49
"1404","Middle East & North Africa",1979-09-01 10:00:00,32
"1405","Middle East & North Africa",1979-10-01 10:00:00,33
"1406","Middle East & North Africa",1979-11-01 11:00:00,19
"1407","Middle East & North Africa",1979-12-01 11:00:00,12
"1408","Middle East & North Africa",1980-01-01 11:00:00,63
"1409","Middle East & North Africa",1980-02-01 11:00:00,68
"1410","Middle East & North Africa",1980-03-01 11:00:00,23
"1411","Middle East & North Africa",1980-04-01 10:00:00,68
"1412","Middle East & North Africa",1980-05-01 10:00:00,26
"1413","Middle East & North Africa",1980-06-01 10:00:00,52
"1414","Middle East & North Africa",1980-07-01 10:00:00,69
"1415","Middle East & North Africa",1980-08-01 10:00:00,9
"1416","Middle East & North Africa",1980-09-01 10:00:00,17
"1417","Middle East & North Africa",1980-10-01 10:00:00,8
"1418","Middle East & North Africa",1980-11-01 11:00:00,35
"1419","Middle East & North Africa",1980-12-01 11:00:00,4
"1420","Middle East & North Africa",1981-01-01 11:00:00,46
"1421","Middle East & North Africa",1981-02-01 11:00:00,45
"1422","Middle East & North Africa",1981-03-01 10:00:00,10
"1423","Middle East & North Africa",1981-04-01 10:00:00,20
"1424","Middle East & North Africa",1981-05-01 10:00:00,10
"1425","Middle East & North Africa",1981-06-01 10:00:00,82
"1426","Middle East & North Africa",1981-07-01 10:00:00,27
"1427","Middle East & North Africa",1981-08-01 10:00:00,40
"1428","Middle East & North Africa",1981-09-01 10:00:00,113
"1429","Middle East & North Africa",1981-10-01 10:00:00,178
"1430","Middle East & North Africa",1981-11-01 11:00:00,107
"1431","Middle East & North Africa",1981-12-01 11:00:00,94
"1432","Middle East & North Africa",1982-01-01 11:00:00,10
"1433","Middle East & North Africa",1982-02-01 11:00:00,90
"1434","Middle East & North Africa",1982-03-01 11:00:00,29
"1435","Middle East & North Africa",1982-04-01 11:00:00,73
"1436","Middle East & North Africa",1982-05-01 10:00:00,28
"1437","Middle East & North Africa",1982-06-01 10:00:00,3
"1438","Middle East & North Africa",1982-07-01 10:00:00,8
"1439","Middle East & North Africa",1982-08-01 10:00:00,29
"1440","Middle East & North Africa",1982-09-01 10:00:00,44
"1441","Middle East & North Africa",1982-10-01 10:00:00,77
"1442","Middle East & North Africa",1982-11-01 11:00:00,99
"1443","Middle East & North Africa",1982-12-01 11:00:00,97
"1444","Middle East & North Africa",1983-01-01 11:00:00,23
"1445","Middle East & North Africa",1983-02-01 11:00:00,37
"1446","Middle East & North Africa",1983-03-01 11:00:00,8
"1447","Middle East & North Africa",1983-04-01 10:00:00,72
"1448","Middle East & North Africa",1983-05-01 10:00:00,8
"1449","Middle East & North Africa",1983-06-01 10:00:00,55
"1450","Middle East & North Africa",1983-07-01 10:00:00,11
"1451","Middle East & North Africa",1983-08-01 10:00:00,69
"1452","Middle East & North Africa",1983-09-01 10:00:00,119
"1453","Middle East & North Africa",1983-10-01 10:00:00,300
"1454","Middle East & North Africa",1983-11-01 11:00:00,5
"1455","Middle East & North Africa",1983-12-01 11:00:00,49
"1456","Middle East & North Africa",1984-01-01 11:00:00,11
"1457","Middle East & North Africa",1984-02-01 11:00:00,10
"1458","Middle East & North Africa",1984-03-01 11:00:00,11
"1459","Middle East & North Africa",1984-04-01 10:00:00,5
"1460","Middle East & North Africa",1984-05-01 10:00:00,18
"1461","Middle East & North Africa",1984-06-01 10:00:00,1
"1462","Middle East & North Africa",1984-07-01 10:00:00,0
"1463","Middle East & North Africa",1984-08-01 10:00:00,22
"1464","Middle East & North Africa",1984-09-01 10:00:00,28
"1465","Middle East & North Africa",1984-10-01 10:00:00,18
"1466","Middle East & North Africa",1984-11-01 11:00:00,10
"1467","Middle East & North Africa",1984-12-01 11:00:00,15
"1468","Middle East & North Africa",1985-01-01 11:00:00,15
"1469","Middle East & North Africa",1985-02-01 11:00:00,108
"1470","Middle East & North Africa",1985-03-01 11:00:00,111
"1471","Middle East & North Africa",1985-04-01 10:00:00,4
"1472","Middle East & North Africa",1985-05-01 10:00:00,80
"1473","Middle East & North Africa",1985-06-01 10:00:00,98
"1474","Middle East & North Africa",1985-07-01 10:00:00,71
"1475","Middle East & North Africa",1985-08-01 10:00:00,167
"1476","Middle East & North Africa",1985-09-01 10:00:00,50
"1477","Middle East & North Africa",1985-10-01 10:00:00,15
"1478","Middle East & North Africa",1985-11-01 11:00:00,4
"1479","Middle East & North Africa",1985-12-01 11:00:00,0
"1480","Middle East & North Africa",1986-01-01 11:00:00,48
"1481","Middle East & North Africa",1986-02-01 11:00:00,25
"1482","Middle East & North Africa",1986-03-01 11:00:00,28
"1483","Middle East & North Africa",1986-04-01 10:00:00,22
"1484","Middle East & North Africa",1986-05-01 10:00:00,15
"1485","Middle East & North Africa",1986-06-01 10:00:00,15
"1486","Middle East & North Africa",1986-07-01 10:00:00,47
"1487","Middle East & North Africa",1986-08-01 10:00:00,84
"1488","Middle East & North Africa",1986-09-01 10:00:00,33
"1489","Middle East & North Africa",1986-10-01 10:00:00,5
"1490","Middle East & North Africa",1986-11-01 11:00:00,13
"1491","Middle East & North Africa",1986-12-01 11:00:00,74
"1492","Middle East & North Africa",1987-01-01 11:00:00,18
"1493","Middle East & North Africa",1987-02-01 11:00:00,299
"1494","Middle East & North Africa",1987-03-01 11:00:00,25
"1495","Middle East & North Africa",1987-04-01 10:00:00,4
"1496","Middle East & North Africa",1987-05-01 10:00:00,7
"1497","Middle East & North Africa",1987-06-01 10:00:00,44
"1498","Middle East & North Africa",1987-07-01 10:00:00,47
"1499","Middle East & North Africa",1987-08-01 10:00:00,71
"1500","Middle East & North Africa",1987-09-01 10:00:00,24
"1501","Middle East & North Africa",1987-10-01 10:00:00,6
"1502","Middle East & North Africa",1987-11-01 11:00:00,24
"1503","Middle East & North Africa",1987-12-01 11:00:00,12
"1504","Middle East & North Africa",1988-01-01 11:00:00,0
"1505","Middle East & North Africa",1988-02-01 11:00:00,24
"1506","Middle East & North Africa",1988-03-01 11:00:00,33
"1507","Middle East & North Africa",1988-04-01 10:00:00,60
"1508","Middle East & North Africa",1988-05-01 10:00:00,82
"1509","Middle East & North Africa",1988-06-01 10:00:00,15
"1510","Middle East & North Africa",1988-07-01 10:00:00,28
"1511","Middle East & North Africa",1988-08-01 10:00:00,10
"1512","Middle East & North Africa",1988-09-01 10:00:00,25
"1513","Middle East & North Africa",1988-10-01 10:00:00,28
"1514","Middle East & North Africa",1988-11-01 11:00:00,44
"1515","Middle East & North Africa",1988-12-01 11:00:00,16
"1516","Middle East & North Africa",1989-01-01 11:00:00,11
"1517","Middle East & North Africa",1989-02-01 11:00:00,6
"1518","Middle East & North Africa",1989-03-01 11:00:00,21
"1519","Middle East & North Africa",1989-04-01 10:00:00,13
"1520","Middle East & North Africa",1989-05-01 10:00:00,87
"1521","Middle East & North Africa",1989-06-01 10:00:00,36
"1522","Middle East & North Africa",1989-07-01 10:00:00,39
"1523","Middle East & North Africa",1989-08-01 10:00:00,50
"1524","Middle East & North Africa",1989-09-01 10:00:00,76
"1525","Middle East & North Africa",1989-10-01 10:00:00,49
"1526","Middle East & North Africa",1989-11-01 11:00:00,72
"1527","Middle East & North Africa",1989-12-01 11:00:00,20
"1528","Middle East & North Africa",1990-01-01 11:00:00,27
"1529","Middle East & North Africa",1990-02-01 11:00:00,26
"1530","Middle East & North Africa",1990-03-01 11:00:00,32
"1531","Middle East & North Africa",1990-04-01 10:00:00,69
"1532","Middle East & North Africa",1990-05-01 10:00:00,31
"1533","Middle East & North Africa",1990-06-01 10:00:00,79
"1534","Middle East & North Africa",1990-07-01 10:00:00,132
"1535","Middle East & North Africa",1990-08-01 10:00:00,144
"1536","Middle East & North Africa",1990-09-01 10:00:00,103
"1537","Middle East & North Africa",1990-10-01 10:00:00,86
"1538","Middle East & North Africa",1990-11-01 11:00:00,37
"1539","Middle East & North Africa",1990-12-01 11:00:00,12
"1540","Middle East & North Africa",1991-01-01 11:00:00,8
"1541","Middle East & North Africa",1991-02-01 11:00:00,6
"1542","Middle East & North Africa",1991-03-01 11:00:00,60
"1543","Middle East & North Africa",1991-04-01 10:00:00,65
"1544","Middle East & North Africa",1991-05-01 10:00:00,16
"1545","Middle East & North Africa",1991-06-01 10:00:00,31
"1546","Middle East & North Africa",1991-07-01 10:00:00,58
"1547","Middle East & North Africa",1991-08-01 10:00:00,54
"1548","Middle East & North Africa",1991-09-01 10:00:00,31
"1549","Middle East & North Africa",1991-10-01 10:00:00,89
"1550","Middle East & North Africa",1991-11-01 11:00:00,48
"1551","Middle East & North Africa",1991-12-01 11:00:00,78
"1552","Middle East & North Africa",1992-01-01 11:00:00,27
"1553","Middle East & North Africa",1992-02-01 11:00:00,90
"1554","Middle East & North Africa",1992-03-01 10:00:00,100
"1555","Middle East & North Africa",1992-04-01 10:00:00,154
