,iyear,country_txt,latitude,longitude,nkill,gname
9350,2005,Turkey,38.324368,26.303357,0,Other
2555,1988,Turkey,38.279676,26.376442,0,Kurdistan Workers' Party (PKK)
4366,1992,Turkey,41.677005,26.555654,0,Kurdistan Workers' Party (PKK)
26019,2012,Turkey,38.670426,26.756945,2,Other
26020,2012,Turkey,38.670426,26.756945,0,Other
3268,1990,Turkey,39.587255,26.92452,3,Kurdistan Workers' Party (PKK)
4737,1992,Turkey,38.63686,27.008823,7,Kurdistan Workers' Party (PKK)
13,1970,Turkey,38.395649,27.135641,0,Other
31,1971,Turkey,38.395649,27.135641,0,Other
32,1971,Turkey,38.395649,27.135641,0,Other
47,1971,Turkey,38.395649,27.135641,0,Unknown
60,1971,Turkey,38.395649,27.135641,0,Unknown
177,1976,Turkey,38.395649,27.135641,0,Unknown
198,1976,Turkey,38.395649,27.135641,0,Unknown
200,1976,Turkey,38.395649,27.135641,0,Unknown
209,1976,Turkey,38.395649,27.135641,0,Unknown
210,1976,Turkey,38.395649,27.135641,0,Unknown
222,1977,Turkey,38.395649,27.135641,0,Other
226,1977,Turkey,38.395649,27.135641,0,Unknown
227,1977,Turkey,38.395649,27.135641,0,Unknown
228,1977,Turkey,38.395649,27.135641,0,Unknown
240,1977,Turkey,38.395649,27.135641,0,Unknown
245,1977,Turkey,38.395649,27.135641,0,Unknown
251,1977,Turkey,38.395649,27.135641,0,Unknown
252,1977,Turkey,38.395649,27.135641,0,Other
253,1977,Turkey,38.395649,27.135641,1,Unknown
258,1977,Turkey,38.395649,27.135641,0,Unknown
259,1977,Turkey,38.395649,27.135641,0,Unknown
270,1977,Turkey,38.395649,27.135641,0,Unknown
272,1977,Turkey,38.395649,27.135641,0,Unknown
275,1977,Turkey,38.395649,27.135641,0,Unknown
298,1977,Turkey,38.395649,27.135641,0,Other
357,1977,Turkey,38.395649,27.135641,0,Unknown
358,1977,Turkey,38.395649,27.135641,0,Unknown
365,1977,Turkey,38.395649,27.135641,0,Unknown
371,1977,Turkey,38.395649,27.135641,0,Unknown
372,1977,Turkey,38.395649,27.135641,0,Unknown
373,1977,Turkey,38.395649,27.135641,0,Unknown
389,1977,Turkey,38.395649,27.135641,0,Unknown
390,1977,Turkey,38.395649,27.135641,0,Unknown
391,1977,Turkey,38.395649,27.135641,0,Unknown
423,1978,Turkey,38.395649,27.135641,0,Other
428,1978,Turkey,38.395649,27.135641,0,Other
482,1978,Turkey,38.395649,27.135641,0,Unknown
485,1978,Turkey,38.395649,27.135641,0,Unknown
507,1978,Turkey,38.395649,27.135641,0,Unknown
508,1978,Turkey,38.395649,27.135641,0,Unknown
509,1978,Turkey,38.395649,27.135641,0,Unknown
547,1979,Turkey,38.395649,27.135641,0,Unknown
549,1979,Turkey,38.395649,27.135641,0,Unknown
596,1979,Turkey,38.395649,27.135641,1,Unknown
713,1979,Turkey,38.395649,27.135641,4,Unknown
872,1980,Turkey,38.395649,27.135641,0,Other
874,1980,Turkey,38.395649,27.135641,0,Other
879,1980,Turkey,38.395649,27.135641,0,Other
884,1980,Turkey,38.395649,27.135641,1,Unknown
885,1980,Turkey,38.395649,27.135641,1,Other
958,1980,Turkey,38.395649,27.135641,1,Other
982,1980,Turkey,38.395649,27.135641,2,Unknown
1741,1983,Turkey,38.395649,27.135641,0,Unknown
2438,1987,Turkey,38.395649,27.135641,0,Unknown
2708,1988,Turkey,38.395649,27.135641,0,Unknown
2999,1989,Turkey,38.395649,27.135641,0,Unknown
3584,1991,Turkey,38.395649,27.135641,1,Unknown
3602,1991,Turkey,38.395649,27.135641,0,Other
3605,1991,Turkey,38.395649,27.135641,0,Other
3606,1991,Turkey,38.395649,27.135641,0,Other
3625,1991,Turkey,38.395649,27.135641,0,Other
3651,1991,Turkey,38.395649,27.135641,0,Other
3663,1991,Turkey,38.395649,27.135641,0,Other
3664,1991,Turkey,38.395649,27.135641,1,Unknown
3669,1991,Turkey,38.395649,27.135641,1,Other
3671,1991,Turkey,38.395649,27.135641,2,Other
3680,1991,Turkey,38.395649,27.135641,1,Other
3694,1991,Turkey,38.395649,27.135641,0,Other
3700,1991,Turkey,38.395649,27.135641,0,Other
3723,1991,Turkey,38.395649,27.135641,2,Other
3735,1991,Turkey,38.395649,27.135641,0,Other
3736,1991,Turkey,38.395649,27.135641,0,Other
3755,1991,Turkey,38.395649,27.135641,0,Other
3756,1991,Turkey,38.395649,27.135641,0,Other
3792,1991,Turkey,38.395649,27.135641,0,Unknown
3866,1991,Turkey,38.395649,27.135641,0,Other
3867,1991,Turkey,38.395649,27.135641,0,Other
4318,1992,Turkey,38.395649,27.135641,2,Unknown
4363,1992,Turkey,38.395649,27.135641,0,Unknown
4364,1992,Turkey,38.395649,27.135641,0,Unknown
4365,1992,Turkey,38.395649,27.135641,0,Unknown
4388,1992,Turkey,38.395649,27.135641,3,Other
4574,1992,Turkey,38.395649,27.135641,0,Other
4583,1992,Turkey,38.395649,27.135641,0,Other
4766,1992,Turkey,38.395649,27.135641,0,Unknown
4787,1992,Turkey,38.395649,27.135641,0,Unknown
5448,1994,Turkey,38.395649,27.135641,1,Unknown
6264,1995,Turkey,38.395649,27.135641,5,Unknown
6279,1995,Turkey,38.395649,27.135641,0,Unknown
6473,1995,Turkey,38.395649,27.135641,0,Unknown
6914,1997,Turkey,38.395649,27.135641,0,Other
7715,2001,Turkey,38.395649,27.135641,0,Unknown
8675,2004,Turkey,38.395649,27.135641,0,Unknown
10156,2006,Turkey,38.395649,27.135641,0,Other
10923,2006,Turkey,38.395649,27.135641,0,Unknown
12280,2007,Turkey,38.395649,27.135641,1,Unknown
12648,2007,Turkey,38.395649,27.135641,0,Unknown
47099,2015,Turkey,38.395649,27.135641,0,Kurdistan Workers' Party (PKK)
56954,2016,Turkey,38.395649,27.135641,0,Unknown
57296,2016,Turkey,38.395649,27.135641,0,Unknown
60114,2017,Turkey,38.395649,27.135641,0,Unknown
57614,2017,Turkey,38.478577,27.139976,4,Other
7431,1999,Turkey,38.414577,27.143858,0,Unknown
2946,1989,Turkey,38.382247,27.168848,8,Kurdistan Workers' Party (PKK)
12279,2007,Turkey,38.388477,27.17293,0,Unknown
4330,1992,Turkey,38.38575,27.174642,0,Unknown
58812,2017,Turkey,38.385479,27.174709,1,Kurdistan Workers' Party (PKK)
58813,2017,Turkey,38.385479,27.174709,0,Kurdistan Workers' Party (PKK)
3104,1989,Turkey,38.369358,27.192864,0,Other
31479,2013,Turkey,38.471146,27.217818,0,Unknown
211,1976,Turkey,41.741971,27.2231,0,Unknown
47848,2015,Turkey,38.462655,27.244096,0,Unknown
47849,2015,Turkey,38.461736,27.250953,0,Unknown
2447,1987,Turkey,38.268671,27.283391,1,Other
61188,2017,Turkey,38.329022,27.288885,0,Unknown
9387,2005,Turkey,37.745068,27.290749,5,Unknown
20995,2011,Turkey,38.33424,27.291203,0,Unknown
1100,1980,Turkey,38.450513,27.315349,0,Unknown
993,1980,Turkey,39.325258,27.325677,1,Unknown
55,1971,Turkey,37.950322,27.373266,0,Other
51644,2016,Turkey,38.427335,27.420722,0,Other
570,1979,Turkey,38.620999,27.428638,1,Other
654,1979,Turkey,38.620999,27.428638,1,Unknown
655,1979,Turkey,38.620999,27.428638,1,Unknown
658,1979,Turkey,38.620999,27.428638,1,Unknown
661,1979,Turkey,38.620999,27.428638,1,Other
4788,1992,Turkey,38.620999,27.428638,0,Unknown
267,1977,Turkey,38.620497,27.429076,0,Unknown
52863,2016,Turkey,39.182783,27.606033,0,Unknown
52864,2016,Turkey,39.182783,27.606033,0,Unknown
54068,2016,Turkey,38.220222,27.646235,0,Kurdistan Workers' Party (PKK)
54069,2016,Turkey,38.220222,27.646235,0,Kurdistan Workers' Party (PKK)
54070,2016,Turkey,38.220222,27.646235,0,Kurdistan Workers' Party (PKK)
672,1979,Turkey,40.103132,27.656268,1,Unknown
56537,2016,Turkey,37.838244,27.845539,0,Unknown
7686,2001,Turkey,37.838619,27.845543,0,Unknown
379,1977,Turkey,37.850606,27.849923,0,Unknown
694,1979,Turkey,39.648877,27.882995,0,Unknown
216,1976,Turkey,39.649551,27.884932,0,Unknown
2355,1987,Turkey,37.853912,27.957117,1,Other
261,1977,Turkey,37.614174,28.06281,0,Unknown
3338,1990,Turkey,38.217536,28.06691,5,Kurdistan Workers' Party (PKK)
262,1977,Turkey,38.485566,28.133956,0,Unknown
4873,1992,Turkey,39.515925,28.228165,4,Kurdistan Workers' Party (PKK)
10814,2006,Turkey,36.855006,28.270349,0,Unknown
54447,2016,Turkey,36.855159,28.271048,2,Other
5284,1994,Turkey,36.854646,28.271809,0,Kurdistan Workers' Party (PKK)
5285,1994,Turkey,36.854646,28.271809,0,Kurdistan Workers' Party (PKK)
5286,1994,Turkey,36.854646,28.271809,0,Kurdistan Workers' Party (PKK)
5301,1994,Turkey,36.854646,28.271809,1,Unknown
10820,2006,Turkey,36.854646,28.271809,0,Unknown
61902,2017,Turkey,41.22646,28.64864,0,Islamic State of Iraq (ISIL)
4,1970,Turkey,41.106178,28.689863,0,Other
39,1971,Turkey,41.106178,28.689863,0,Unknown
40,1971,Turkey,41.106178,28.689863,0,Other
44,1971,Turkey,41.106178,28.689863,0,Other
45,1971,Turkey,41.106178,28.689863,0,Other
54,1971,Turkey,41.106178,28.689863,1,Other
59,1971,Turkey,41.106178,28.689863,0,Other
65,1972,Turkey,41.106178,28.689863,0,Unknown
66,1972,Turkey,41.106178,28.689863,0,Unknown
91,1972,Turkey,41.106178,28.689863,0,Unknown
153,1975,Turkey,41.106178,28.689863,0,Other
155,1975,Turkey,41.106178,28.689863,0,Other
156,1975,Turkey,41.106178,28.689863,0,Other
159,1975,Turkey,41.106178,28.689863,0,Unknown
167,1975,Turkey,41.106178,28.689863,0,Other
168,1975,Turkey,41.106178,28.689863,0,Other
169,1975,Turkey,41.106178,28.689863,0,Other
173,1976,Turkey,41.106178,28.689863,0,Other
182,1976,Turkey,41.106178,28.689863,0,Unknown
183,1976,Turkey,41.106178,28.689863,0,Other
184,1976,Turkey,41.106178,28.689863,0,Other
185,1976,Turkey,41.106178,28.689863,0,Other
186,1976,Turkey,41.106178,28.689863,0,Other
187,1976,Turkey,41.106178,28.689863,0,Other
188,1976,Turkey,41.106178,28.689863,0,Unknown
190,1976,Turkey,41.106178,28.689863,0,Unknown
196,1976,Turkey,41.106178,28.689863,0,Other
197,1976,Turkey,41.106178,28.689863,0,Other
203,1976,Turkey,41.106178,28.689863,4,Other
212,1976,Turkey,41.106178,28.689863,0,Other
213,1976,Turkey,41.106178,28.689863,0,Other
214,1976,Turkey,41.106178,28.689863,0,Other
215,1976,Turkey,41.106178,28.689863,0,Other
224,1977,Turkey,41.106178,28.689863,0,Unknown
225,1977,Turkey,41.106178,28.689863,0,Unknown
244,1977,Turkey,41.106178,28.689863,3,Unknown
246,1977,Turkey,41.106178,28.689863,1,Unknown
254,1977,Turkey,41.106178,28.689863,0,Unknown
255,1977,Turkey,41.106178,28.689863,0,Unknown
263,1977,Turkey,41.106178,28.689863,0,Unknown
268,1977,Turkey,41.106178,28.689863,0,Unknown
269,1977,Turkey,41.106178,28.689863,0,Unknown
273,1977,Turkey,41.106178,28.689863,0,Other
274,1977,Turkey,41.106178,28.689863,0,Other
280,1977,Turkey,41.106178,28.689863,2,Unknown
282,1977,Turkey,41.106178,28.689863,0,Unknown
283,1977,Turkey,41.106178,28.689863,0,Unknown
284,1977,Turkey,41.106178,28.689863,0,Unknown
285,1977,Turkey,41.106178,28.689863,0,Unknown
287,1977,Turkey,41.106178,28.689863,0,Unknown
297,1977,Turkey,41.106178,28.689863,0,Other
299,1977,Turkey,41.106178,28.689863,5,Other
300,1977,Turkey,41.106178,28.689863,0,Other
304,1977,Turkey,41.106178,28.689863,0,Other
305,1977,Turkey,41.106178,28.689863,0,Unknown
308,1977,Turkey,41.106178,28.689863,1,Unknown
309,1977,Turkey,41.106178,28.689863,0,Unknown
322,1977,Turkey,41.106178,28.689863,0,Unknown
327,1977,Turkey,41.106178,28.689863,0,Unknown
328,1977,Turkey,41.106178,28.689863,0,Unknown
333,1977,Turkey,41.106178,28.689863,0,Unknown
342,1977,Turkey,41.106178,28.689863,0,Unknown
355,1977,Turkey,41.106178,28.689863,1,Unknown
356,1977,Turkey,41.106178,28.689863,1,Unknown
366,1977,Turkey,41.106178,28.689863,0,Unknown
369,1977,Turkey,41.106178,28.689863,0,Unknown
370,1977,Turkey,41.106178,28.689863,0,Unknown
374,1977,Turkey,41.106178,28.689863,0,Unknown
377,1977,Turkey,41.106178,28.689863,0,Unknown
378,1977,Turkey,41.106178,28.689863,0,Unknown
381,1977,Turkey,41.106178,28.689863,0,Unknown
383,1977,Turkey,41.106178,28.689863,0,Unknown
386,1977,Turkey,41.106178,28.689863,0,Unknown
392,1977,Turkey,41.106178,28.689863,0,Unknown
393,1977,Turkey,41.106178,28.689863,0,Unknown
394,1977,Turkey,41.106178,28.689863,1,Unknown
407,1977,Turkey,41.106178,28.689863,0,Unknown
409,1977,Turkey,41.106178,28.689863,0,Unknown
410,1977,Turkey,41.106178,28.689863,1,Unknown
412,1977,Turkey,41.106178,28.689863,0,Unknown
416,1977,Turkey,41.106178,28.689863,1,Unknown
417,1977,Turkey,41.106178,28.689863,1,Unknown
418,1977,Turkey,41.106178,28.689863,0,Unknown
419,1977,Turkey,41.106178,28.689863,0,Unknown
424,1978,Turkey,41.106178,28.689863,0,Other
429,1978,Turkey,41.106178,28.689863,0,Unknown
435,1978,Turkey,41.106178,28.689863,0,Unknown
439,1978,Turkey,41.106178,28.689863,6,Unknown
443,1978,Turkey,41.106178,28.689863,0,Unknown
449,1978,Turkey,41.106178,28.689863,0,Unknown
451,1978,Turkey,41.106178,28.689863,1,Unknown
453,1978,Turkey,41.106178,28.689863,1,Unknown
466,1978,Turkey,41.106178,28.689863,0,Other
474,1978,Turkey,41.106178,28.689863,0,Other
475,1978,Turkey,41.106178,28.689863,0,Other
476,1978,Turkey,41.106178,28.689863,2,Other
477,1978,Turkey,41.106178,28.689863,1,Other
478,1978,Turkey,41.106178,28.689863,2,Unknown
486,1978,Turkey,41.106178,28.689863,1,Unknown
487,1978,Turkey,41.106178,28.689863,0,Unknown
489,1978,Turkey,41.106178,28.689863,0,Other
528,1979,Turkey,41.106178,28.689863,1,Unknown
531,1979,Turkey,41.106178,28.689863,1,Other
537,1979,Turkey,41.106178,28.689863,0,Unknown
538,1979,Turkey,41.106178,28.689863,0,Unknown
539,1979,Turkey,41.106178,28.689863,0,Unknown
540,1979,Turkey,41.106178,28.689863,0,Unknown
541,1979,Turkey,41.106178,28.689863,0,Unknown
542,1979,Turkey,41.106178,28.689863,0,Unknown
543,1979,Turkey,41.106178,28.689863,0,Unknown
544,1979,Turkey,41.106178,28.689863,0,Unknown
545,1979,Turkey,41.106178,28.689863,0,Unknown
546,1979,Turkey,41.106178,28.689863,0,Unknown
548,1979,Turkey,41.106178,28.689863,1,Unknown
551,1979,Turkey,41.106178,28.689863,1,Unknown
552,1979,Turkey,41.106178,28.689863,0,Unknown
555,1979,Turkey,41.106178,28.689863,1,Other
556,1979,Turkey,41.106178,28.689863,1,Unknown
565,1979,Turkey,41.106178,28.689863,0,Other
585,1979,Turkey,41.106178,28.689863,1,Unknown
592,1979,Turkey,41.106178,28.689863,1,Unknown
616,1979,Turkey,41.106178,28.689863,0,Other
622,1979,Turkey,41.106178,28.689863,1,Other
625,1979,Turkey,41.106178,28.689863,0,Other
626,1979,Turkey,41.106178,28.689863,0,Other
641,1979,Turkey,41.106178,28.689863,3,Unknown
650,1979,Turkey,41.106178,28.689863,1,Unknown
676,1979,Turkey,41.106178,28.689863,0,Unknown
690,1979,Turkey,41.106178,28.689863,0,Other
691,1979,Turkey,41.106178,28.689863,0,Unknown
692,1979,Turkey,41.106178,28.689863,0,Unknown
700,1979,Turkey,41.106178,28.689863,1,Unknown
744,1979,Turkey,41.106178,28.689863,0,Unknown
775,1979,Turkey,41.106178,28.689863,0,Unknown
783,1979,Turkey,41.106178,28.689863,1,Other
806,1979,Turkey,41.106178,28.689863,6,Unknown
813,1979,Turkey,41.106178,28.689863,1,Other
814,1979,Turkey,41.106178,28.689863,1,Other
827,1979,Turkey,41.106178,28.689863,1,Unknown
828,1979,Turkey,41.106178,28.689863,4,Other
831,1979,Turkey,41.106178,28.689863,0,Other
833,1980,Turkey,41.106178,28.689863,1,Other
834,1980,Turkey,41.106178,28.689863,1,Other
835,1980,Turkey,41.106178,28.689863,1,Other
836,1980,Turkey,41.106178,28.689863,1,Other
837,1980,Turkey,41.106178,28.689863,1,Other
850,1980,Turkey,41.106178,28.689863,0,Other
851,1980,Turkey,41.106178,28.689863,0,Other
852,1980,Turkey,41.106178,28.689863,0,Other
853,1980,Turkey,41.106178,28.689863,0,Other
854,1980,Turkey,41.106178,28.689863,0,Other
855,1980,Turkey,41.106178,28.689863,0,Other
856,1980,Turkey,41.106178,28.689863,0,Other
857,1980,Turkey,41.106178,28.689863,0,Other
858,1980,Turkey,41.106178,28.689863,0,Other
859,1980,Turkey,41.106178,28.689863,0,Other
860,1980,Turkey,41.106178,28.689863,0,Other
863,1980,Turkey,41.106178,28.689863,0,Other
871,1980,Turkey,41.106178,28.689863,3,Other
873,1980,Turkey,41.106178,28.689863,1,Other
887,1980,Turkey,41.106178,28.689863,0,Unknown
899,1980,Turkey,41.106178,28.689863,2,Other
905,1980,Turkey,41.106178,28.689863,4,Other
911,1980,Turkey,41.106178,28.689863,1,Other
930,1980,Turkey,41.106178,28.689863,1,Other
931,1980,Turkey,41.106178,28.689863,4,Other
937,1980,Turkey,41.106178,28.689863,1,Other
946,1980,Turkey,41.106178,28.689863,2,Other
972,1980,Turkey,41.106178,28.689863,0,Other
974,1980,Turkey,41.106178,28.689863,1,Unknown
975,1980,Turkey,41.106178,28.689863,1,Unknown
986,1980,Turkey,41.106178,28.689863,1,Other
1018,1980,Turkey,41.106178,28.689863,3,Unknown
1025,1980,Turkey,41.106178,28.689863,2,Unknown
1026,1980,Turkey,41.106178,28.689863,3,Unknown
1037,1980,Turkey,41.106178,28.689863,1,Unknown
1042,1980,Turkey,41.106178,28.689863,1,Unknown
1043,1980,Turkey,41.106178,28.689863,1,Unknown
1072,1980,Turkey,41.106178,28.689863,1,Other
1075,1980,Turkey,41.106178,28.689863,2,Unknown
1076,1980,Turkey,41.106178,28.689863,2,Unknown
1090,1980,Turkey,41.106178,28.689863,1,Unknown
1101,1980,Turkey,41.106178,28.689863,1,Unknown
1109,1980,Turkey,41.106178,28.689863,1,Other
1152,1981,Turkey,41.106178,28.689863,2,Unknown
1155,1981,Turkey,41.106178,28.689863,1,Unknown
1159,1981,Turkey,41.106178,28.689863,0,Unknown
1196,1981,Turkey,41.106178,28.689863,0,Unknown
1209,1981,Turkey,41.106178,28.689863,0,Other
1210,1981,Turkey,41.106178,28.689863,4,Unknown
1244,1981,Turkey,41.106178,28.689863,2,Other
1281,1981,Turkey,41.106178,28.689863,2,Other
1400,1982,Turkey,41.106178,28.689863,0,Other
1401,1982,Turkey,41.106178,28.689863,0,Other
1402,1982,Turkey,41.106178,28.689863,0,Other
1601,1983,Turkey,41.106178,28.689863,0,Other
1680,1983,Turkey,41.106178,28.689863,2,Other
1743,1983,Turkey,41.106178,28.689863,0,Other
1932,1984,Turkey,41.106178,28.689863,0,Unknown
1933,1984,Turkey,41.106178,28.689863,0,Unknown
1934,1984,Turkey,41.106178,28.689863,0,Unknown
1935,1984,Turkey,41.106178,28.689863,0,Unknown
1936,1984,Turkey,41.106178,28.689863,0,Unknown
1937,1984,Turkey,41.106178,28.689863,0,Unknown
1938,1984,Turkey,41.106178,28.689863,0,Unknown
1939,1984,Turkey,41.106178,28.689863,0,Unknown
1940,1984,Turkey,41.106178,28.689863,0,Unknown
1941,1984,Turkey,41.106178,28.689863,0,Unknown
1942,1984,Turkey,41.106178,28.689863,0,Unknown
1944,1984,Turkey,41.106178,28.689863,2,Other
2054,1985,Turkey,41.106178,28.689863,0,Unknown
2216,1986,Turkey,41.106178,28.689863,21,Other
2330,1987,Turkey,41.106178,28.689863,1,Unknown
2333,1987,Turkey,41.106178,28.689863,0,Unknown
2334,1987,Turkey,41.106178,28.689863,0,Unknown
2386,1987,Turkey,41.106178,28.689863,1,Unknown
2440,1987,Turkey,41.106178,28.689863,1,Unknown
2462,1987,Turkey,41.106178,28.689863,5,Unknown
2507,1988,Turkey,41.106178,28.689863,0,Unknown
2571,1988,Turkey,41.106178,28.689863,0,Kurdistan Workers' Party (PKK)
2658,1988,Turkey,41.106178,28.689863,0,Unknown
2664,1988,Turkey,41.106178,28.689863,0,Unknown
2681,1988,Turkey,41.106178,28.689863,1,Kurdistan Workers' Party (PKK)
2699,1988,Turkey,41.106178,28.689863,0,Other
2700,1988,Turkey,41.106178,28.689863,0,Other
2701,1988,Turkey,41.106178,28.689863,0,Other
2702,1988,Turkey,41.106178,28.689863,0,Other
2703,1988,Turkey,41.106178,28.689863,0,Other
2704,1988,Turkey,41.106178,28.689863,0,Other
2705,1988,Turkey,41.106178,28.689863,0,Other
2706,1988,Turkey,41.106178,28.689863,0,Unknown
2750,1989,Turkey,41.106178,28.689863,0,Other
2751,1989,Turkey,41.106178,28.689863,0,Other
2810,1989,Turkey,41.106178,28.689863,0,Unknown
2819,1989,Turkey,41.106178,28.689863,0,Other
2820,1989,Turkey,41.106178,28.689863,0,Other
2834,1989,Turkey,41.106178,28.689863,0,Unknown
2926,1989,Turkey,41.106178,28.689863,0,Other
2954,1989,Turkey,41.106178,28.689863,0,Other
2955,1989,Turkey,41.106178,28.689863,0,Other
2956,1989,Turkey,41.106178,28.689863,0,Other
2965,1989,Turkey,41.106178,28.689863,0,Other
2994,1989,Turkey,41.106178,28.689863,0,Unknown
2998,1989,Turkey,41.106178,28.689863,0,Unknown
3061,1989,Turkey,41.106178,28.689863,1,Unknown
3062,1989,Turkey,41.106178,28.689863,0,Other
3063,1989,Turkey,41.106178,28.689863,0,Other
3064,1989,Turkey,41.106178,28.689863,0,Other
3078,1989,Turkey,41.106178,28.689863,0,Unknown
3079,1989,Turkey,41.106178,28.689863,0,Unknown
3142,1990,Turkey,41.106178,28.689863,1,Unknown
3153,1990,Turkey,41.106178,28.689863,1,Other
3173,1990,Turkey,41.106178,28.689863,2,Other
3175,1990,Turkey,41.106178,28.689863,0,Other
3180,1990,Turkey,41.106178,28.689863,0,Unknown
3208,1990,Turkey,41.106178,28.689863,0,Other
3209,1990,Turkey,41.106178,28.689863,0,Other
3210,1990,Turkey,41.106178,28.689863,0,Other
3222,1990,Turkey,41.106178,28.689863,0,Unknown
3223,1990,Turkey,41.106178,28.689863,0,Unknown
3224,1990,Turkey,41.106178,28.689863,0,Other
3255,1990,Turkey,41.106178,28.689863,0,Other
3259,1990,Turkey,41.106178,28.689863,0,Unknown
3263,1990,Turkey,41.106178,28.689863,0,Unknown
3274,1990,Turkey,41.106178,28.689863,0,Unknown
3278,1990,Turkey,41.106178,28.689863,0,Unknown
3320,1990,Turkey,41.106178,28.689863,1,Other
3321,1990,Turkey,41.106178,28.689863,1,Other
3329,1990,Turkey,41.106178,28.689863,1,Unknown
3331,1990,Turkey,41.106178,28.689863,0,Unknown
3352,1990,Turkey,41.106178,28.689863,1,Unknown
3368,1990,Turkey,41.106178,28.689863,0,Other
3387,1990,Turkey,41.106178,28.689863,1,Unknown
3425,1990,Turkey,41.106178,28.689863,0,Unknown
3448,1990,Turkey,41.106178,28.689863,1,Unknown
3449,1990,Turkey,41.106178,28.689863,1,Other
3481,1990,Turkey,41.106178,28.689863,1,Other
3498,1990,Turkey,41.106178,28.689863,1,Other
3499,1990,Turkey,41.106178,28.689863,0,Unknown
3505,1990,Turkey,41.106178,28.689863,3,Kurdistan Workers' Party (PKK)
3520,1990,Turkey,41.106178,28.689863,0,Other
3521,1990,Turkey,41.106178,28.689863,0,Other
3533,1990,Turkey,41.106178,28.689863,1,Other
3551,1990,Turkey,41.106178,28.689863,0,Other
3559,1990,Turkey,41.106178,28.689863,2,Other
3567,1991,Turkey,41.106178,28.689863,1,Unknown
3571,1991,Turkey,41.106178,28.689863,0,Unknown
3582,1991,Turkey,41.106178,28.689863,0,Other
3583,1991,Turkey,41.106178,28.689863,0,Other
3589,1991,Turkey,41.106178,28.689863,0,Other
3603,1991,Turkey,41.106178,28.689863,0,Other
3604,1991,Turkey,41.106178,28.689863,0,Other
3608,1991,Turkey,41.106178,28.689863,0,Other
3627,1991,Turkey,41.106178,28.689863,0,Other
3640,1991,Turkey,41.106178,28.689863,0,Unknown
3665,1991,Turkey,41.106178,28.689863,0,Other
3674,1991,Turkey,41.106178,28.689863,0,Unknown
3675,1991,Turkey,41.106178,28.689863,0,Unknown
3682,1991,Turkey,41.106178,28.689863,1,Other
3683,1991,Turkey,41.106178,28.689863,0,Other
3684,1991,Turkey,41.106178,28.689863,0,Other
3685,1991,Turkey,41.106178,28.689863,0,Other
3686,1991,Turkey,41.106178,28.689863,0,Unknown
3687,1991,Turkey,41.106178,28.689863,0,Other
3688,1991,Turkey,41.106178,28.689863,1,Other
3690,1991,Turkey,41.106178,28.689863,1,Other
3691,1991,Turkey,41.106178,28.689863,0,Other
3692,1991,Turkey,41.106178,28.689863,0,Unknown
3693,1991,Turkey,41.106178,28.689863,0,Other
3695,1991,Turkey,41.106178,28.689863,0,Other
3696,1991,Turkey,41.106178,28.689863,0,Other
3699,1991,Turkey,41.106178,28.689863,0,Unknown
3701,1991,Turkey,41.106178,28.689863,0,Other
3702,1991,Turkey,41.106178,28.689863,0,Other
3703,1991,Turkey,41.106178,28.689863,0,Unknown
3704,1991,Turkey,41.106178,28.689863,0,Unknown
3705,1991,Turkey,41.106178,28.689863,0,Unknown
3706,1991,Turkey,41.106178,28.689863,0,Unknown
3712,1991,Turkey,41.106178,28.689863,0,Unknown
3713,1991,Turkey,41.106178,28.689863,0,Unknown
3714,1991,Turkey,41.106178,28.689863,0,Unknown
3718,1991,Turkey,41.106178,28.689863,2,Other
3720,1991,Turkey,41.106178,28.689863,1,Unknown
3722,1991,Turkey,41.106178,28.689863,35,Unknown
3726,1991,Turkey,41.106178,28.689863,0,Other
3727,1991,Turkey,41.106178,28.689863,0,Other
3728,1991,Turkey,41.106178,28.689863,2,Other
3737,1991,Turkey,41.106178,28.689863,0,Other
3738,1991,Turkey,41.106178,28.689863,0,Other
3739,1991,Turkey,41.106178,28.689863,0,Other
3740,1991,Turkey,41.106178,28.689863,0,Other
3743,1991,Turkey,41.106178,28.689863,0,Other
3751,1991,Turkey,41.106178,28.689863,0,Other
3757,1991,Turkey,41.106178,28.689863,0,Other
3758,1991,Turkey,41.106178,28.689863,0,Other
3759,1991,Turkey,41.106178,28.689863,0,Other
3760,1991,Turkey,41.106178,28.689863,0,Other
3761,1991,Turkey,41.106178,28.689863,0,Other
3765,1991,Turkey,41.106178,28.689863,0,Other
3766,1991,Turkey,41.106178,28.689863,0,Other
3785,1991,Turkey,41.106178,28.689863,2,Other
3786,1991,Turkey,41.106178,28.689863,0,Other
3787,1991,Turkey,41.106178,28.689863,0,Other
3788,1991,Turkey,41.106178,28.689863,0,Other
3789,1991,Turkey,41.106178,28.689863,0,Other
3800,1991,Turkey,41.106178,28.689863,1,Other
3801,1991,Turkey,41.106178,28.689863,0,Other
3802,1991,Turkey,41.106178,28.689863,0,Other
3803,1991,Turkey,41.106178,28.689863,0,Other
3804,1991,Turkey,41.106178,28.689863,0,Other
3810,1991,Turkey,41.106178,28.689863,0,Other
3811,1991,Turkey,41.106178,28.689863,0,Other
3812,1991,Turkey,41.106178,28.689863,0,Other
3815,1991,Turkey,41.106178,28.689863,0,Unknown
3816,1991,Turkey,41.106178,28.689863,0,Unknown
