,iyear,country_txt,latitude,longitude,nkill,gname
48544,2015,Iraq,33.303566,44.371773,1,Unknown
48545,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
48546,2015,Iraq,33.303566,44.371773,2,Unknown
48566,2015,Iraq,33.303566,44.371773,0,Unknown
48576,2015,Iraq,33.303566,44.371773,1,Unknown
48579,2015,Iraq,33.303566,44.371773,2,Unknown
48590,2015,Iraq,33.303566,44.371773,1,Unknown
48592,2015,Iraq,33.303566,44.371773,2,Unknown
48596,2015,Iraq,33.303566,44.371773,1,Unknown
48602,2015,Iraq,33.303566,44.371773,2,Unknown
48603,2015,Iraq,33.303566,44.371773,0,Unknown
48610,2015,Iraq,33.303566,44.371773,1,Unknown
48615,2015,Iraq,33.303566,44.371773,1,Unknown
48631,2015,Iraq,33.303566,44.371773,1,Unknown
48654,2015,Iraq,33.303566,44.371773,0,Unknown
48663,2015,Iraq,33.303566,44.371773,1,Unknown
48671,2015,Iraq,33.303566,44.371773,11,Islamic State of Iraq (ISIL)
48672,2015,Iraq,33.303566,44.371773,6,Islamic State of Iraq (ISIL)
48673,2015,Iraq,33.303566,44.371773,1,Unknown
48681,2015,Iraq,33.303566,44.371773,4,Unknown
48682,2015,Iraq,33.303566,44.371773,0,Unknown
48695,2015,Iraq,33.303566,44.371773,1,Unknown
48696,2015,Iraq,33.303566,44.371773,2,Unknown
48697,2015,Iraq,33.303566,44.371773,1,Unknown
48708,2015,Iraq,33.303566,44.371773,0,Unknown
48716,2015,Iraq,33.303566,44.371773,2,Unknown
48717,2015,Iraq,33.303566,44.371773,1,Unknown
48735,2015,Iraq,33.303566,44.371773,2,Unknown
48761,2015,Iraq,33.303566,44.371773,11,Islamic State of Iraq (ISIL)
48763,2015,Iraq,33.303566,44.371773,1,Unknown
48764,2015,Iraq,33.303566,44.371773,1,Unknown
48765,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
48767,2015,Iraq,33.303566,44.371773,0,Islamic State of Iraq (ISIL)
48768,2015,Iraq,33.303566,44.371773,0,Unknown
48778,2015,Iraq,33.303566,44.371773,1,Unknown
48779,2015,Iraq,33.303566,44.371773,1,Unknown
48783,2015,Iraq,33.303566,44.371773,0,Unknown
48787,2015,Iraq,33.303566,44.371773,0,Unknown
48791,2015,Iraq,33.303566,44.371773,1,Unknown
48792,2015,Iraq,33.303566,44.371773,2,Unknown
48795,2015,Iraq,33.303566,44.371773,2,Unknown
48814,2015,Iraq,33.303566,44.371773,2,Unknown
48866,2015,Iraq,33.303566,44.371773,1,Unknown
48872,2015,Iraq,33.303566,44.371773,2,Unknown
48873,2015,Iraq,33.303566,44.371773,2,Unknown
48877,2015,Iraq,33.303566,44.371773,4,Islamic State of Iraq (ISIL)
48890,2015,Iraq,33.303566,44.371773,1,Unknown
48894,2015,Iraq,33.303566,44.371773,1,Unknown
48916,2015,Iraq,33.303566,44.371773,2,Unknown
48917,2015,Iraq,33.303566,44.371773,1,Unknown
48918,2015,Iraq,33.303566,44.371773,0,Unknown
48919,2015,Iraq,33.303566,44.371773,1,Unknown
48939,2015,Iraq,33.303566,44.371773,2,Unknown
48941,2015,Iraq,33.303566,44.371773,1,Unknown
48958,2015,Iraq,33.303566,44.371773,12,Islamic State of Iraq (ISIL)
48960,2015,Iraq,33.303566,44.371773,1,Unknown
48969,2015,Iraq,33.303566,44.371773,2,Unknown
48970,2015,Iraq,33.303566,44.371773,2,Unknown
48971,2015,Iraq,33.303566,44.371773,8,Islamic State of Iraq (ISIL)
48983,2015,Iraq,33.303566,44.371773,2,Unknown
48985,2015,Iraq,33.303566,44.371773,1,Unknown
48988,2015,Iraq,33.303566,44.371773,1,Unknown
49010,2015,Iraq,33.303566,44.371773,2,Unknown
49012,2015,Iraq,33.303566,44.371773,2,Unknown
49031,2015,Iraq,33.303566,44.371773,3,Unknown
49033,2015,Iraq,33.303566,44.371773,2,Unknown
49040,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
49046,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
49063,2015,Iraq,33.303566,44.371773,2,Unknown
49073,2015,Iraq,33.303566,44.371773,0,Unknown
49087,2015,Iraq,33.303566,44.371773,1,Unknown
49088,2015,Iraq,33.303566,44.371773,1,Unknown
49107,2015,Iraq,33.303566,44.371773,2,Unknown
49112,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
49121,2015,Iraq,33.303566,44.371773,3,Unknown
49122,2015,Iraq,33.303566,44.371773,1,Unknown
49133,2015,Iraq,33.303566,44.371773,1,Unknown
49134,2015,Iraq,33.303566,44.371773,1,Unknown
49136,2015,Iraq,33.303566,44.371773,2,Unknown
49157,2015,Iraq,33.303566,44.371773,1,Unknown
49160,2015,Iraq,33.303566,44.371773,1,Unknown
49168,2015,Iraq,33.303566,44.371773,0,Unknown
49169,2015,Iraq,33.303566,44.371773,1,Unknown
49170,2015,Iraq,33.303566,44.371773,2,Unknown
49171,2015,Iraq,33.303566,44.371773,1,Unknown
49175,2015,Iraq,33.303566,44.371773,1,Unknown
49176,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
49193,2015,Iraq,33.303566,44.371773,2,Unknown
49194,2015,Iraq,33.303566,44.371773,1,Unknown
49227,2015,Iraq,33.303566,44.371773,1,Unknown
49228,2015,Iraq,33.303566,44.371773,1,Unknown
49230,2015,Iraq,33.303566,44.371773,1,Unknown
49243,2015,Iraq,33.303566,44.371773,1,Unknown
49244,2015,Iraq,33.303566,44.371773,2,Unknown
49245,2015,Iraq,33.303566,44.371773,1,Unknown
49246,2015,Iraq,33.303566,44.371773,1,Unknown
49249,2015,Iraq,33.303566,44.371773,1,Unknown
49255,2015,Iraq,33.303566,44.371773,0,Unknown
49256,2015,Iraq,33.303566,44.371773,0,Unknown
49260,2015,Iraq,33.303566,44.371773,2,Unknown
49263,2015,Iraq,33.303566,44.371773,0,Unknown
49264,2015,Iraq,33.303566,44.371773,1,Unknown
49287,2015,Iraq,33.303566,44.371773,2,Unknown
49288,2015,Iraq,33.303566,44.371773,1,Unknown
49290,2015,Iraq,33.303566,44.371773,1,Unknown
49308,2015,Iraq,33.303566,44.371773,2,Unknown
49318,2015,Iraq,33.303566,44.371773,2,Unknown
49319,2015,Iraq,33.303566,44.371773,1,Unknown
49324,2015,Iraq,33.303566,44.371773,2,Unknown
49338,2015,Iraq,33.303566,44.371773,1,Unknown
49339,2015,Iraq,33.303566,44.371773,2,Unknown
49342,2015,Iraq,33.303566,44.371773,2,Unknown
49348,2015,Iraq,33.303566,44.371773,1,Unknown
49349,2015,Iraq,33.303566,44.371773,1,Unknown
49373,2015,Iraq,33.303566,44.371773,2,Unknown
49376,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
49386,2015,Iraq,33.303566,44.371773,2,Unknown
49387,2015,Iraq,33.303566,44.371773,1,Unknown
49389,2015,Iraq,33.303566,44.371773,1,Unknown
49403,2015,Iraq,33.303566,44.371773,1,Unknown
49404,2015,Iraq,33.303566,44.371773,8,Islamic State of Iraq (ISIL)
49416,2015,Iraq,33.303566,44.371773,2,Unknown
49417,2015,Iraq,33.303566,44.371773,2,Unknown
49420,2015,Iraq,33.303566,44.371773,1,Unknown
49421,2015,Iraq,33.303566,44.371773,1,Unknown
49429,2015,Iraq,33.303566,44.371773,0,Unknown
49430,2015,Iraq,33.303566,44.371773,0,Unknown
49431,2015,Iraq,33.303566,44.371773,0,Unknown
49438,2015,Iraq,33.303566,44.371773,1,Unknown
49439,2015,Iraq,33.303566,44.371773,1,Unknown
49463,2015,Iraq,33.303566,44.371773,1,Unknown
49466,2015,Iraq,33.303566,44.371773,0,Unknown
49468,2015,Iraq,33.303566,44.371773,23,Other
49475,2015,Iraq,33.303566,44.371773,3,Unknown
49477,2015,Iraq,33.303566,44.371773,1,Unknown
49479,2015,Iraq,33.303566,44.371773,1,Unknown
49480,2015,Iraq,33.303566,44.371773,1,Unknown
49497,2015,Iraq,33.303566,44.371773,1,Unknown
49498,2015,Iraq,33.303566,44.371773,1,Unknown
49500,2015,Iraq,33.303566,44.371773,1,Unknown
49503,2015,Iraq,33.303566,44.371773,22,Islamic State of Iraq (ISIL)
49511,2015,Iraq,33.303566,44.371773,1,Unknown
49512,2015,Iraq,33.303566,44.371773,2,Unknown
49515,2015,Iraq,33.303566,44.371773,2,Unknown
49527,2015,Iraq,33.303566,44.371773,1,Unknown
49547,2015,Iraq,33.303566,44.371773,2,Unknown
49548,2015,Iraq,33.303566,44.371773,2,Unknown
49549,2015,Iraq,33.303566,44.371773,1,Unknown
49556,2015,Iraq,33.303566,44.371773,1,Unknown
49557,2015,Iraq,33.303566,44.371773,2,Unknown
49565,2015,Iraq,33.303566,44.371773,1,Unknown
49567,2015,Iraq,33.303566,44.371773,0,Unknown
49569,2015,Iraq,33.303566,44.371773,1,Unknown
49574,2015,Iraq,33.303566,44.371773,2,Unknown
49587,2015,Iraq,33.303566,44.371773,1,Unknown
49589,2015,Iraq,33.303566,44.371773,2,Unknown
49593,2015,Iraq,33.303566,44.371773,1,Unknown
49601,2015,Iraq,33.303566,44.371773,2,Unknown
49602,2015,Iraq,33.303566,44.371773,1,Unknown
49615,2015,Iraq,33.303566,44.371773,1,Unknown
49617,2015,Iraq,33.303566,44.371773,2,Unknown
49618,2015,Iraq,33.303566,44.371773,2,Unknown
49623,2015,Iraq,33.303566,44.371773,8,Islamic State of Iraq (ISIL)
49624,2015,Iraq,33.303566,44.371773,0,Unknown
49625,2015,Iraq,33.303566,44.371773,0,Unknown
49626,2015,Iraq,33.303566,44.371773,0,Unknown
49628,2015,Iraq,33.303566,44.371773,0,Unknown
49636,2015,Iraq,33.303566,44.371773,0,Unknown
49637,2015,Iraq,33.303566,44.371773,0,Islamic State of Iraq (ISIL)
49646,2015,Iraq,33.303566,44.371773,1,Unknown
49647,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
49648,2015,Iraq,33.303566,44.371773,2,Unknown
49649,2015,Iraq,33.303566,44.371773,1,Unknown
49674,2015,Iraq,33.303566,44.371773,2,Unknown
49675,2015,Iraq,33.303566,44.371773,2,Unknown
49676,2015,Iraq,33.303566,44.371773,1,Unknown
49682,2015,Iraq,33.303566,44.371773,1,Unknown
49685,2015,Iraq,33.303566,44.371773,0,Unknown
49696,2015,Iraq,33.303566,44.371773,1,Unknown
49699,2015,Iraq,33.303566,44.371773,1,Unknown
49715,2015,Iraq,33.303566,44.371773,2,Unknown
49716,2015,Iraq,33.303566,44.371773,1,Unknown
49717,2015,Iraq,33.303566,44.371773,1,Unknown
49718,2015,Iraq,33.303566,44.371773,2,Unknown
49730,2015,Iraq,33.303566,44.371773,1,Unknown
49731,2015,Iraq,33.303566,44.371773,5,Islamic State of Iraq (ISIL)
49732,2015,Iraq,33.303566,44.371773,0,Unknown
49733,2015,Iraq,33.303566,44.371773,14,Islamic State of Iraq (ISIL)
49736,2015,Iraq,33.303566,44.371773,0,Unknown
49737,2015,Iraq,33.303566,44.371773,0,Unknown
49738,2015,Iraq,33.303566,44.371773,2,Unknown
49760,2015,Iraq,33.303566,44.371773,1,Unknown
49761,2015,Iraq,33.303566,44.371773,1,Unknown
49767,2015,Iraq,33.303566,44.371773,1,Unknown
49768,2015,Iraq,33.303566,44.371773,1,Unknown
49769,2015,Iraq,33.303566,44.371773,2,Unknown
49770,2015,Iraq,33.303566,44.371773,1,Unknown
49772,2015,Iraq,33.303566,44.371773,0,Unknown
49780,2015,Iraq,33.303566,44.371773,2,Unknown
49782,2015,Iraq,33.303566,44.371773,2,Unknown
49783,2015,Iraq,33.303566,44.371773,1,Unknown
49784,2015,Iraq,33.303566,44.371773,2,Unknown
49798,2015,Iraq,33.303566,44.371773,1,Unknown
49800,2015,Iraq,33.303566,44.371773,2,Unknown
49801,2015,Iraq,33.303566,44.371773,1,Unknown
49809,2015,Iraq,33.303566,44.371773,1,Unknown
49810,2015,Iraq,33.303566,44.371773,1,Unknown
49814,2015,Iraq,33.303566,44.371773,1,Unknown
49820,2015,Iraq,33.303566,44.371773,2,Unknown
49822,2015,Iraq,33.303566,44.371773,1,Unknown
49823,2015,Iraq,33.303566,44.371773,1,Unknown
49838,2015,Iraq,33.303566,44.371773,0,Unknown
49847,2015,Iraq,33.303566,44.371773,1,Unknown
49848,2015,Iraq,33.303566,44.371773,1,Unknown
49849,2015,Iraq,33.303566,44.371773,1,Unknown
49868,2015,Iraq,33.303566,44.371773,2,Unknown
49869,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
49870,2015,Iraq,33.303566,44.371773,8,Islamic State of Iraq (ISIL)
49880,2015,Iraq,33.303566,44.371773,1,Unknown
49882,2015,Iraq,33.303566,44.371773,1,Unknown
49884,2015,Iraq,33.303566,44.371773,1,Unknown
49885,2015,Iraq,33.303566,44.371773,2,Unknown
49905,2015,Iraq,33.303566,44.371773,0,Unknown
49907,2015,Iraq,33.303566,44.371773,1,Unknown
49908,2015,Iraq,33.303566,44.371773,1,Unknown
49910,2015,Iraq,33.303566,44.371773,1,Unknown
49920,2015,Iraq,33.303566,44.371773,2,Unknown
49921,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
49924,2015,Iraq,33.303566,44.371773,0,Unknown
49925,2015,Iraq,33.303566,44.371773,0,Islamic State of Iraq (ISIL)
49926,2015,Iraq,33.303566,44.371773,0,Unknown
49953,2015,Iraq,33.303566,44.371773,1,Unknown
49954,2015,Iraq,33.303566,44.371773,1,Unknown
49955,2015,Iraq,33.303566,44.371773,1,Unknown
49957,2015,Iraq,33.303566,44.371773,1,Unknown
49971,2015,Iraq,33.303566,44.371773,2,Unknown
49973,2015,Iraq,33.303566,44.371773,1,Unknown
49974,2015,Iraq,33.303566,44.371773,1,Unknown
49980,2015,Iraq,33.303566,44.371773,1,Unknown
49981,2015,Iraq,33.303566,44.371773,1,Unknown
49982,2015,Iraq,33.303566,44.371773,2,Unknown
49983,2015,Iraq,33.303566,44.371773,1,Unknown
49993,2015,Iraq,33.303566,44.371773,1,Unknown
49994,2015,Iraq,33.303566,44.371773,1,Unknown
49995,2015,Iraq,33.303566,44.371773,1,Unknown
50016,2015,Iraq,33.303566,44.371773,1,Unknown
50017,2015,Iraq,33.303566,44.371773,1,Unknown
50019,2015,Iraq,33.303566,44.371773,1,Unknown
50029,2015,Iraq,33.303566,44.371773,1,Unknown
50034,2015,Iraq,33.303566,44.371773,1,Unknown
50037,2015,Iraq,33.303566,44.371773,1,Unknown
50038,2015,Iraq,33.303566,44.371773,2,Unknown
50039,2015,Iraq,33.303566,44.371773,1,Unknown
50040,2015,Iraq,33.303566,44.371773,1,Unknown
50041,2015,Iraq,33.303566,44.371773,1,Unknown
50043,2015,Iraq,33.303566,44.371773,6,Islamic State of Iraq (ISIL)
50069,2015,Iraq,33.303566,44.371773,1,Unknown
50072,2015,Iraq,33.303566,44.371773,1,Unknown
50079,2015,Iraq,33.303566,44.371773,1,Unknown
50080,2015,Iraq,33.303566,44.371773,1,Unknown
50082,2015,Iraq,33.303566,44.371773,2,Unknown
50090,2015,Iraq,33.303566,44.371773,0,Unknown
50099,2015,Iraq,33.303566,44.371773,1,Unknown
50109,2015,Iraq,33.303566,44.371773,1,Unknown
50110,2015,Iraq,33.303566,44.371773,1,Unknown
50112,2015,Iraq,33.303566,44.371773,2,Unknown
50117,2015,Iraq,33.303566,44.371773,1,Unknown
50118,2015,Iraq,33.303566,44.371773,1,Unknown
50119,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50129,2015,Iraq,33.303566,44.371773,1,Unknown
50132,2015,Iraq,33.303566,44.371773,2,Unknown
50133,2015,Iraq,33.303566,44.371773,0,Unknown
50141,2015,Iraq,33.303566,44.371773,1,Unknown
50142,2015,Iraq,33.303566,44.371773,2,Unknown
50155,2015,Iraq,33.303566,44.371773,1,Unknown
50156,2015,Iraq,33.303566,44.371773,1,Unknown
50157,2015,Iraq,33.303566,44.371773,1,Unknown
50168,2015,Iraq,33.303566,44.371773,2,Unknown
50169,2015,Iraq,33.303566,44.371773,1,Unknown
50170,2015,Iraq,33.303566,44.371773,1,Unknown
50171,2015,Iraq,33.303566,44.371773,1,Unknown
50184,2015,Iraq,33.303566,44.371773,1,Unknown
50185,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50191,2015,Iraq,33.303566,44.371773,12,Islamic State of Iraq (ISIL)
50209,2015,Iraq,33.303566,44.371773,2,Unknown
50210,2015,Iraq,33.303566,44.371773,2,Unknown
50211,2015,Iraq,33.303566,44.371773,1,Unknown
50213,2015,Iraq,33.303566,44.371773,1,Unknown
50238,2015,Iraq,33.303566,44.371773,2,Unknown
50241,2015,Iraq,33.303566,44.371773,1,Unknown
50253,2015,Iraq,33.303566,44.371773,0,Unknown
50255,2015,Iraq,33.303566,44.371773,1,Unknown
50262,2015,Iraq,33.303566,44.371773,1,Unknown
50263,2015,Iraq,33.303566,44.371773,1,Unknown
50264,2015,Iraq,33.303566,44.371773,1,Unknown
50265,2015,Iraq,33.303566,44.371773,2,Unknown
50291,2015,Iraq,33.303566,44.371773,0,Unknown
50292,2015,Iraq,33.303566,44.371773,1,Unknown
50293,2015,Iraq,33.303566,44.371773,1,Unknown
50294,2015,Iraq,33.303566,44.371773,2,Unknown
50308,2015,Iraq,33.303566,44.371773,0,Unknown
50309,2015,Iraq,33.303566,44.371773,0,Unknown
50312,2015,Iraq,33.303566,44.371773,6,Islamic State of Iraq (ISIL)
50320,2015,Iraq,33.303566,44.371773,1,Unknown
50327,2015,Iraq,33.303566,44.371773,1,Unknown
50335,2015,Iraq,33.303566,44.371773,0,Unknown
50340,2015,Iraq,33.303566,44.371773,1,Unknown
50341,2015,Iraq,33.303566,44.371773,1,Unknown
50342,2015,Iraq,33.303566,44.371773,2,Unknown
50343,2015,Iraq,33.303566,44.371773,1,Unknown
50344,2015,Iraq,33.303566,44.371773,1,Unknown
50354,2015,Iraq,33.303566,44.371773,1,Unknown
50358,2015,Iraq,33.303566,44.371773,1,Unknown
50359,2015,Iraq,33.303566,44.371773,2,Unknown
50372,2015,Iraq,33.303566,44.371773,1,Unknown
50375,2015,Iraq,33.303566,44.371773,1,Unknown
50377,2015,Iraq,33.303566,44.371773,1,Unknown
50391,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50395,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
50396,2015,Iraq,33.303566,44.371773,1,Unknown
50397,2015,Iraq,33.303566,44.371773,1,Unknown
50398,2015,Iraq,33.303566,44.371773,1,Unknown
50410,2015,Iraq,33.303566,44.371773,1,Unknown
50411,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50412,2015,Iraq,33.303566,44.371773,2,Unknown
50413,2015,Iraq,33.303566,44.371773,1,Unknown
50415,2015,Iraq,33.303566,44.371773,1,Unknown
50433,2015,Iraq,33.303566,44.371773,1,Unknown
50434,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50435,2015,Iraq,33.303566,44.371773,1,Unknown
50443,2015,Iraq,33.303566,44.371773,2,Unknown
50453,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50454,2015,Iraq,33.303566,44.371773,2,Unknown
50455,2015,Iraq,33.303566,44.371773,1,Unknown
50462,2015,Iraq,33.303566,44.371773,1,Unknown
50463,2015,Iraq,33.303566,44.371773,1,Unknown
50464,2015,Iraq,33.303566,44.371773,0,Unknown
50482,2015,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
50483,2015,Iraq,33.303566,44.371773,1,Unknown
50484,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50486,2015,Iraq,33.303566,44.371773,1,Unknown
50494,2015,Iraq,33.303566,44.371773,2,Unknown
50495,2015,Iraq,33.303566,44.371773,1,Unknown
50498,2015,Iraq,33.303566,44.371773,1,Unknown
50521,2015,Iraq,33.303566,44.371773,1,Unknown
50522,2015,Iraq,33.303566,44.371773,1,Unknown
50523,2015,Iraq,33.303566,44.371773,1,Unknown
50525,2015,Iraq,33.303566,44.371773,1,Unknown
50539,2015,Iraq,33.303566,44.371773,1,Unknown
50540,2015,Iraq,33.303566,44.371773,1,Unknown
50548,2015,Iraq,33.303566,44.371773,1,Unknown
50549,2015,Iraq,33.303566,44.371773,1,Unknown
50553,2015,Iraq,33.303566,44.371773,1,Unknown
50556,2015,Iraq,33.303566,44.371773,1,Unknown
50569,2015,Iraq,33.303566,44.371773,1,Unknown
50571,2015,Iraq,33.303566,44.371773,2,Unknown
50572,2015,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50573,2015,Iraq,33.303566,44.371773,1,Unknown
50576,2015,Iraq,33.303566,44.371773,1,Unknown
50580,2016,Iraq,33.303566,44.371773,1,Unknown
50581,2016,Iraq,33.303566,44.371773,1,Unknown
50582,2016,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50593,2016,Iraq,33.303566,44.371773,1,Unknown
50594,2016,Iraq,33.303566,44.371773,2,Unknown
50603,2016,Iraq,33.303566,44.371773,0,Unknown
50605,2016,Iraq,33.303566,44.371773,1,Unknown
50606,2016,Iraq,33.303566,44.371773,1,Unknown
50620,2016,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
50621,2016,Iraq,33.303566,44.371773,2,Unknown
50622,2016,Iraq,33.303566,44.371773,1,Unknown
50628,2016,Iraq,33.303566,44.371773,0,Other
50632,2016,Iraq,33.303566,44.371773,2,Unknown
50633,2016,Iraq,33.303566,44.371773,1,Unknown
50634,2016,Iraq,33.303566,44.371773,1,Unknown
50646,2016,Iraq,33.303566,44.371773,2,Unknown
50653,2016,Iraq,33.303566,44.371773,1,Unknown
50654,2016,Iraq,33.303566,44.371773,2,Unknown
50657,2016,Iraq,33.303566,44.371773,2,Unknown
50658,2016,Iraq,33.303566,44.371773,1,Unknown
50676,2016,Iraq,33.303566,44.371773,2,Unknown
50678,2016,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
50687,2016,Iraq,33.303566,44.371773,1,Unknown
50690,2016,Iraq,33.303566,44.371773,1,Unknown
50691,2016,Iraq,33.303566,44.371773,1,Unknown
50692,2016,Iraq,33.303566,44.371773,1,Unknown
50711,2016,Iraq,33.303566,44.371773,1,Unknown
50712,2016,Iraq,33.303566,44.371773,0,Unknown
50713,2016,Iraq,33.303566,44.371773,1,Unknown
50723,2016,Iraq,33.303566,44.371773,1,Unknown
50724,2016,Iraq,33.303566,44.371773,2,Unknown
50728,2016,Iraq,33.303566,44.371773,1,Unknown
50748,2016,Iraq,33.303566,44.371773,21,Islamic State of Iraq (ISIL)
50807,2016,Iraq,33.303566,44.371773,2,Unknown
50809,2016,Iraq,33.303566,44.371773,1,Unknown
50812,2016,Iraq,33.303566,44.371773,5,Unknown
50832,2016,Iraq,33.303566,44.371773,1,Unknown
50833,2016,Iraq,33.303566,44.371773,2,Unknown
50834,2016,Iraq,33.303566,44.371773,2,Unknown
50835,2016,Iraq,33.303566,44.371773,1,Unknown
50850,2016,Iraq,33.303566,44.371773,1,Unknown
50851,2016,Iraq,33.303566,44.371773,1,Unknown
50860,2016,Iraq,33.303566,44.371773,1,Unknown
50865,2016,Iraq,33.303566,44.371773,1,Unknown
50869,2016,Iraq,33.303566,44.371773,1,Other
50875,2016,Iraq,33.303566,44.371773,2,Unknown
50902,2016,Iraq,33.303566,44.371773,1,Unknown
50908,2016,Iraq,33.303566,44.371773,1,Unknown
50909,2016,Iraq,33.303566,44.371773,0,Unknown
50918,2016,Iraq,33.303566,44.371773,1,Unknown
50920,2016,Iraq,33.303566,44.371773,1,Unknown
50926,2016,Iraq,33.303566,44.371773,0,Unknown
50938,2016,Iraq,33.303566,44.371773,1,Unknown
50952,2016,Iraq,33.303566,44.371773,1,Unknown
50957,2016,Iraq,33.303566,44.371773,0,Unknown
50966,2016,Iraq,33.303566,44.371773,0,Unknown
50967,2016,Iraq,33.303566,44.371773,2,Unknown
50968,2016,Iraq,33.303566,44.371773,1,Unknown
50981,2016,Iraq,33.303566,44.371773,1,Unknown
50982,2016,Iraq,33.303566,44.371773,1,Unknown
50983,2016,Iraq,33.303566,44.371773,1,Unknown
50984,2016,Iraq,33.303566,44.371773,1,Unknown
50985,2016,Iraq,33.303566,44.371773,1,Unknown
51012,2016,Iraq,33.303566,44.371773,1,Unknown
51013,2016,Iraq,33.303566,44.371773,2,Unknown
51015,2016,Iraq,33.303566,44.371773,1,Unknown
51017,2016,Iraq,33.303566,44.371773,0,Unknown
51018,2016,Iraq,33.303566,44.371773,0,Unknown
51032,2016,Iraq,33.303566,44.371773,1,Unknown
51036,2016,Iraq,33.303566,44.371773,2,Unknown
51038,2016,Iraq,33.303566,44.371773,0,Unknown
51040,2016,Iraq,33.303566,44.371773,1,Unknown
51050,2016,Iraq,33.303566,44.371773,3,Unknown
51051,2016,Iraq,33.303566,44.371773,1,Unknown
51055,2016,Iraq,33.303566,44.371773,2,Unknown
51056,2016,Iraq,33.303566,44.371773,2,Unknown
51057,2016,Iraq,33.303566,44.371773,0,Unknown
51061,2016,Iraq,33.303566,44.371773,0,Unknown
51074,2016,Iraq,33.303566,44.371773,2,Unknown
51075,2016,Iraq,33.303566,44.371773,1,Unknown
51080,2016,Iraq,33.303566,44.371773,1,Islamic State of Iraq (ISIL)
51095,2016,Iraq,33.303566,44.371773,2,Unknown
51096,2016,Iraq,33.303566,44.371773,0,Unknown
51097,2016,Iraq,33.303566,44.371773,0,Unknown
51101,2016,Iraq,33.303566,44.371773,1,Unknown
51114,2016,Iraq,33.303566,44.371773,2,Unknown
51118,2016,Iraq,33.303566,44.371773,1,Unknown
51132,2016,Iraq,33.303566,44.371773,1,Unknown
51141,2016,Iraq,33.303566,44.371773,1,Unknown
51146,2016,Iraq,33.303566,44.371773,0,Unknown
51147,2016,Iraq,33.303566,44.371773,0,Unknown
51149,2016,Iraq,33.303566,44.371773,1,Unknown
51153,2016,Iraq,33.303566,44.371773,0,Unknown
51167,2016,Iraq,33.303566,44.371773,1,Unknown
51169,2016,Iraq,33.303566,44.371773,2,Unknown
51170,2016,Iraq,33.303566,44.371773,0,Unknown
51172,2016,Iraq,33.303566,44.371773,0,Unknown
51185,2016,Iraq,33.303566,44.371773,2,Unknown
51191,2016,Iraq,33.303566,44.371773,1,Unknown
51202,2016,Iraq,33.303566,44.371773,1,Unknown
51203,2016,Iraq,33.303566,44.371773,1,Unknown
51205,2016,Iraq,33.303566,44.371773,2,Unknown
51206,2016,Iraq,33.303566,44.371773,2,Unknown
51208,2016,Iraq,33.303566,44.371773,1,Unknown
51229,2016,Iraq,33.303566,44.371773,1,Unknown
51232,2016,Iraq,33.303566,44.371773,2,Unknown
51233,2016,Iraq,33.303566,44.371773,1,Unknown
51234,2016,Iraq,33.303566,44.371773,1,Unknown
51275,2016,Iraq,33.303566,44.371773,0,Islamic State of Iraq (ISIL)
51276,2016,Iraq,33.303566,44.371773,1,Unknown
51290,2016,Iraq,33.303566,44.371773,2,Unknown
51302,2016,Iraq,33.303566,44.371773,1,Unknown
51303,2016,Iraq,33.303566,44.371773,1,Unknown
51342,2016,Iraq,33.303566,44.371773,1,Unknown
51343,2016,Iraq,33.303566,44.371773,2,Islamic State of Iraq (ISIL)
51360,2016,Iraq,33.303566,44.371773,2,Unknown
51363,2016,Iraq,33.303566,44.371773,1,Unknown
51375,2016,Iraq,33.303566,44.371773,1,Unknown
51376,2016,Iraq,33.303566,44.371773,1,Unknown
51392,2016,Iraq,33.303566,44.371773,1,Unknown
51395,2016,Iraq,33.303566,44.371773,2,Unknown
